Clause,mainVerb,mainReferent,Gold
Background,,,CANNOT_DECIDE
Primary Sjgren's syndrome (1SS),,,CANNOT_DECIDE
is a systemic autoimmune disorder,,,STATIVE
"characterized by dry eyes (keratoconjunctivitis sicca), dry mouth (xerostomia) as well as involvement of other exocrine glands.",,,STATIVE
"While 1SS is typically considered an autoimmune exocrinopathy, the immune destruction can often extend to affect non-exocrine organs.",,,STATIVE
"Around 25 % of patients with 1SS can present with involvement of other organs such as the thyroid, central nervous system, lungs, kidney and liver.",,,CANNOT_DECIDE
The association of liver disease and 1SS was suggested more than 40 years ago [ 1 ] .,,,DYNAMIC
"While liver involvement in 1SS has been considered ""rare"" [ 2 ]",,,DYNAMIC
only a few clinical studies specifically address this complication,,,STATIVE
and evaluate the association of liver function tests abnormalities with the severity of 1SS [ 3 4 5 6 ] .,,,STATIVE
"Liver diseases associated with 1SS include primary biliary cirrhosis (PBC)-autoimmune cholangitis [ 8 9 10 ] , autoimmune hepatitis [ 5 6 ] , viral hepatitis (B and C) [ 11 12 13 14 15 16 17 18 19 20 21 ] , sclerosing cholangitis [ 22 ] , and nodular regenerative hyperplasia [ 23 ] .",,,STATIVE
"In addition, chronic lymphocytic sialadenitis has been found in patients with different types of liver cirrhosis",,,DYNAMIC
[ 16 17 18 19 20 21 22 23 24 ] .,,,CANNOT_DECIDE
We report the results of a review of cases,,,STATIVE
undertaken to determine the prevalence of abnormal liver function tests (LFTs) and liver disease in patients with 1SS,,,DYNAMIC
referred to a tertiary care center and the association of abnormal LFTs with other systemic features and autoimmunity markers of 1SS.,,,DYNAMIC
Methods,,,CANNOT_DECIDE
"Statistical analysis The statistical analysis included descriptive measures (means, standard deviations and ranges).",,,STATIVE
Comparison of results of patients with and without liver disease was done using t-tests of continuous variables and Fisher's exact test or x2 for categoric measures.,,,DYNAMIC
"Results Of the 115 charts reviewed, 73 cases (55 women and 18 men, median age 53)",,,STATIVE
fulfilled EECC for 1SS,,,STATIVE
and were initially included for analysis.,,,DYNAMIC
"Of the 73 patients, a 54% of them (40 patients) have had a salivary gland biopsy",,,DYNAMIC
performed.,,,CANNOT_DECIDE
"In all these patients, the biopsy confirmed the diagnosis of Sjgren's syndrome.",,,DYNAMIC
All patients studied,,,STATIVE
"had objective evidence of 1SS,",,,STATIVE
"including keratoconjunctivitis sicca, positive labial salivary gland biopsy, autoantibodies and/or salivary gland hypofunction.",,,STATIVE
We excluded those patients,,,DYNAMIC
without these objective criteria of 1SS and also those who did not fulfill EECC criteria.,,,DYNAMIC
