Clause,mainVerb,mainReferent,Gold
Paradoxical Behavior Unaccounted For,,,CANNOT_DECIDE
Stovohobo,,,CANNOT_DECIDE
2008-11-09T20:48:18Z,,,CANNOT_DECIDE
ID: 45750,,,CANNOT_DECIDE
Prequels: 45745,,,CANNOT_DECIDE
Sequels: 45759,,,CANNOT_DECIDE
"It was...nothing,",was,It,STATIVE
" I said,",”,nothing,DYNAMIC
confused.,confused,nothing,STATIVE
"Then I shut up,",shut,I,DYNAMIC
remembering the Miranda Rights,remembering,,DYNAMIC
I heard on the holovisions from time to time:,heard,I,DYNAMIC
anything you say,say,you,DYNAMIC
can and will be used against you.,used,anything,DYNAMIC
But I did have an idea.,have,I,STATIVE
Forty...forty forty twenty-two?,,,CANNOT_DECIDE
"Forty minus nothing equals twenty-two, no, forty-nine.",equals,Forty,STATIVE
"The android furrowed its brows, an accidental computer trait",furrowed,android,DYNAMIC
that it had picked up from human behavior.,picked,trait,DYNAMIC
"It opened its mouth,",opened,It,DYNAMIC
but nothing came out.,came,It,DYNAMIC
"Then, Stage programming tests 345.9.35 proven incorrect: humans insusceptible to pattern-based programming.",345.9.35,tests,DYNAMIC
Another voice.,,,CANNOT_DECIDE
Searching status options,,,DYNAMIC
...arrival: impossible.,,,CANNOT_DECIDE
The android looked confused again.,looked,android,STATIVE
Theory 345.6: human activity unpredictable/paradoxical?,,,CANNOT_DECIDE
Searching status options,,,DYNAMIC
...arrival: impossible.,,,CANNOT_DECIDE
"The robot looked confused again,",looked,robot,STATIVE
and waddled mechanically out of the room.,,,DYNAMIC
The section of wall closed behind it.,closed,section,DYNAMIC
I understood little of what,understood,I,STATIVE
"the computers said,",said,computers,DYNAMIC
but I had a feeling,had,I,STATIVE
I won.,won,I,DYNAMIC
Remembering Paige's Ending (part 2),Remembering,know,CANNOT_DECIDE
Dreamer,,,CANNOT_DECIDE
2008-11-09T20:48:30Z,,,CANNOT_DECIDE
ID: 45751,,,CANNOT_DECIDE
Prequels: 45749,,,CANNOT_DECIDE
Sequels: none,,,CANNOT_DECIDE
I dont know,know,I,STATIVE
"what the future holds for us,",holds,future,STATIVE
but I know,know,I,STATIVE
that it wont be easy.,be,it,STATIVE
After growing up the way,growing,I,DYNAMIC
"we did, how could I ever expect it to be?",expect,I,CANNOT_DECIDE
But we survived.,survived,we,DYNAMIC
"More than that, we lived.",lived,we,STATIVE
"Now, my greatest fear is not of the future, but my own past.",is,fear,STATIVE
I dont think,think,I,STATIVE
I ever fully appreciated,appreciated,I,STATIVE
what Drew went through,went,Drew,DYNAMIC
until I began the journey for myself.,began,Drew,DYNAMIC
But thats another story.,’s,that,STATIVE
"All I know now is how I work through everything, day to day.",is,All,STATIVE
"What tomorrow will bring,",bring,tomorrow,DYNAMIC
will come.,come,bring,DYNAMIC
And I will push on.,push,I,DYNAMIC
And I will not be alone.,be,I,STATIVE
NaNoWriMo Novel: Ch.4 Last Class .,,,CANNOT_DECIDE
:band baby:.,,,CANNOT_DECIDE
2008-11-09T21:14:22Z,,,CANNOT_DECIDE
ID: 45752,,,CANNOT_DECIDE
Prequels: 45653,,,CANNOT_DECIDE
Sequels: 45753,,,CANNOT_DECIDE
I have my last hour with Edwin.,have,I,STATIVE
"All he can talk about, for a change, is how excited he is to be actually taking me on a date.",is,All,STATIVE
I can't believe,believe,I,STATIVE
how excited he is.,is,he,STATIVE
"It is like he has suddenly let go of his past love,",is,It,STATIVE
or at least decided to try,decided,he,DYNAMIC
and move on.,move,he,CANNOT_DECIDE
"After class, I tell Edwin",tell,I,DYNAMIC
I'll catch him at home,catch,tell,DYNAMIC
because I'm staying after.,staying,I,STATIVE
He says okay,says,He,DYNAMIC
and then kisses my cheek quickly.,kisses,He,DYNAMIC
"I felt nothing,",felt,I,DYNAMIC
as if he were a grandma,were,he,STATIVE
who has kissed my cheek a thousand times.,kissed,grandma,DYNAMIC
"Seconds after Edwin was out of sight, Chris walks up.",walks,Chris,DYNAMIC
He smiles that million dollar smile of his,smiles,He,DYNAMIC
and I feel my insides melt.,feel,dollar,STATIVE
Immediately warning bells go off in my head.,go,bells,DYNAMIC
It is not good,is,It,STATIVE
that Edwin does nothing for me with a kiss,does,Edwin,DYNAMIC
and Chris does everything with just a smile.,does,Edwin,DYNAMIC
"""Ready to go?""",go,,CANNOT_DECIDE
?,,,CANNOT_DECIDE
He asks.,asks,He,DYNAMIC
I can't remember,remember,I,DYNAMIC
how to talk,talk,I,CANNOT_DECIDE
so I just kind of stare at him.,stare,I,DYNAMIC
"""Yo, earth to Hazel.""",,,CANNOT_DECIDE
?,,,CANNOT_DECIDE
"""Oh, uh.",,,CANNOT_DECIDE
"Yeah, let me just stop at my locker.""",let,Yeah,CANNOT_DECIDE
?,,,CANNOT_DECIDE
"I say,",say,I,DYNAMIC
blushing in embarrassment.,blushing,say,DYNAMIC
NaNoWriMo Novel: Ch.4 Trip to the Lake .,,,CANNOT_DECIDE
:band baby:.,,,CANNOT_DECIDE
2008-11-09T21:15:37Z,,,CANNOT_DECIDE
ID: 45753,,,CANNOT_DECIDE
Prequels: 45752,,,CANNOT_DECIDE
Sequels: 45754,,,CANNOT_DECIDE
"Chris laughs and makes a sweeping gesture,",laughs,ID,DYNAMIC
"""After you, milady.""",,,CANNOT_DECIDE
?,,,CANNOT_DECIDE
I laugh and start walking towards my locker.,laugh,I,DYNAMIC
Chris falls into step besides me.,falls,Chris,DYNAMIC
"When we reach my locker,",reach,we,DYNAMIC
I put my books away,put,I,DYNAMIC
and turn towards Chris.,turn,I,DYNAMIC
"""Ready!""",,,CANNOT_DECIDE
?,,,CANNOT_DECIDE
I say.,say,I,DYNAMIC
"""Let's go then.""",Let,,CANNOT_DECIDE
?,,,CANNOT_DECIDE
Chris says.,says,Chris,DYNAMIC
I follow him out the doors and to his car.,follow,I,DYNAMIC
He opens my door for me,opens,He,DYNAMIC
and helps me inside.,helps,He,DYNAMIC
Crush came on half way to the lake,came,Crush,DYNAMIC
and I immediately reached,reached,Crush,DYNAMIC
and turned it up.,turned,I,DYNAMIC
I start singing the chorus,start,I,DYNAMIC
and then notice Chris looking at me.,notice,I,DYNAMIC
"""What?""","""",,CANNOT_DECIDE
?,,,CANNOT_DECIDE
I laugh.,laugh,I,DYNAMIC
"""Is it bad that I think",Is,,CANNOT_DECIDE
you're cute,'re,you,STATIVE
"when you sing?""",sing,you,DYNAMIC
?,,,CANNOT_DECIDE
He says sheepishly,says,He,DYNAMIC
and shrugs.,,,DYNAMIC
"""It may be.",be,It,STATIVE
"You're messing with a very complicated girl, remember?",messing,You,DYNAMIC
"Technically, I'm a married woman.""",'m,I,STATIVE
?,,,CANNOT_DECIDE
I say laughing.,say,I,DYNAMIC
"""Not yet you aren't.""",are,you,STATIVE
?,,,CANNOT_DECIDE
Chris says,says,Chris,DYNAMIC
as we pull up to the lake.,pull,we,DYNAMIC
We get out,get,We,DYNAMIC
and he takes my hand.,takes,We,DYNAMIC
"""I have a surprise for you.""",have,I,STATIVE
?,,,CANNOT_DECIDE
NaNoWriMo Novel: Ch.4 Swing .,,,CANNOT_DECIDE
:band baby:.,,,CANNOT_DECIDE
2008-11-09T21:16:51Z,,,CANNOT_DECIDE
