Clause,mainVerb,mainReferent,Gold
"July 25,1997",,,CANNOT_DECIDE
"Dear Name,",Dear,July,CANNOT_DECIDE
What a Summer!,,,CANNOT_DECIDE
And we're just getting started!,started,we,STATIVE
I hope,hope,I,STATIVE
you'll consider continuing your support of Jameson's special campers by renewing your last gift of $ xxx.,consider,you,DYNAMIC
I can tell you,tell,I,DYNAMIC
we need your help now as much as ever before.,need,tell,STATIVE
"All of our Six summer camping sessions are booked to capacity (and, truth be told,",booked,All,STATIVE
with maybe one our two extra returning campers,,,CANNOT_DECIDE
squeezed in),squeezed,campers,STATIVE
and we have a waiting list of 60 children,have,All,STATIVE
who are hoping to come,hoping,children,STATIVE
if a spot should open.,open,spot,DYNAMIC
Many more camper referrals are coming from new organizations such as school social-workers and family counseling agencies.,coming,referrals,DYNAMIC
It seems,seems,It,STATIVE
summer options aren't readily available for troubled kids,are,so,STATIVE
"whose families have limited incomes,",limited,kids,STATIVE
so we're doing,doing,we,DYNAMIC
all we can to make Jameson available.,make,we,DYNAMIC
"That ""we"" includes the Youth Leadership teens.",includes,we,STATIVE
"These 60 or so campers have takenon a fund raiser with a goal of raising $16,000 for camperships.",takenon,campers,DYNAMIC
Two of them told me yesterday,told,Two,DYNAMIC
that as a group they decided,decided,they,DYNAMIC
they had to earn the right to ask others for help by accomplishing something real to help themselves.,had,they,DYNAMIC
And that's from kids,'s,that,STATIVE
many people see as a problem.,see,people,STATIVE
"Even after the summer sessions come to a close, Jameson campers will take part in year-round programs",take,campers,DYNAMIC
designed to keep that positive contact with peers and role models alive and important.,designed,programs,STATIVE
We've scheduled more than 15 follow-up camper weekends,scheduled,We,DYNAMIC
beginning in September,beginning,weekends,DYNAMIC
and going around till next summers camping season.,going,weekends,DYNAMIC
"Please, consider renewing your support of these great kids today.",consider,,CANNOT_DECIDE
"Sincerely, Julie Marsh Executive Director",,,CANNOT_DECIDE
P.S.,,,CANNOT_DECIDE
We know,know,We,STATIVE
our follow-up weekends are going to be better attended than ever this fall and winter.,going,weekends,STATIVE
If you can give a little more to help meet this increased expense,meet,give,DYNAMIC
we would appreciate your support.,appreciate,meet,STATIVE
