Clause,mainVerb,mainReferent,Gold
N.V. DSM said,said,DSM,DYNAMIC
net income in the third quarter jumped 63%,jumped,income,DYNAMIC
as the company had substantially lower extraordinary charges to account for a restructuring program.,had,company,STATIVE
The Dutch chemical group said,said,group,DYNAMIC
"net income gained to 235 million guilders ($113.2 million), or 6.70 guilders a share, from 144 million guilders, or 4.10 guilders a share, a year ago.",gained,income,DYNAMIC
"The 32% state-owned DSM had eight million guilders of extraordinary charges in the latest quarter,",had,DSM,STATIVE
mainly to reflect one-time losses in connection with the disposal of some operations.,reflect,DSM,CANNOT_DECIDE
The charges were offset in part by a gain from the sale of the company's construction division.,offset,charges,DYNAMIC
"Last year, DSM had 71 million guilders of extraordinary charges for the restructuring program and other transactions.",had,DSM,STATIVE
The earnings growth also was fueled by the company's ability to cut net financing spending by half to around 15 million guilders.,fueled,growth,DYNAMIC
"Also, substantially lower Dutch corporate tax rates helped the company keep its tax outlay flat relative to earnings growth,",helped,rates,DYNAMIC
the company added.,added,company,DYNAMIC
"Sales, however, were little changed at 2.46 billion guilders,",were,Sales,STATIVE
compared with 2.42 billion guilders.,compared,,STATIVE
