Clause,mainVerb,mainReferent,Gold
"Come one, Come all to the Inaugural Jameson Grill",Come,,CANNOT_DECIDE
The only fund raising event in the world,raising,fund,CANNOT_DECIDE
"where you can bring your entire family, other employees, or maybe even your neighbors.",bring,you,DYNAMIC
"Saturday, September 20,1997, from 2:00 p.m. until 7:00 p.m., marks a special day,",,,STATIVE
as Jameson Camp will hold its first ever Jameson Grill.,hold,marks,DYNAMIC
A fund raiser dedicated to you and your family having fun!!,dedicated,raiser,STATIVE
"For this event, when you purchase a corporate picnic table,",purchase,you,DYNAMIC
you will be able to bring 16 people.,be,you,STATIVE
"(and if you need room for a couple of more,",need,and,STATIVE
we can swing that too!),swing,we,DYNAMIC
The Grill will feature enough activities,feature,Grill,STATIVE
that you and your kids will have a tough time,have,activities,STATIVE
deciding,deciding,time,CANNOT_DECIDE
what to do.,do,what,CANNOT_DECIDE
"From basketball, kickball, volleyball, archery, crafts, an egg toss, and even a walk through our creek,",,,CANNOT_DECIDE
you will have plenty to do to get you good and hungry.,have,you,STATIVE
"Hungry, you bet!",bet,you,DYNAMIC
"We'll prepare a hog roast and hot dogs for the kids, with all the fixings.",prepare,We,DYNAMIC
"In addition, we will have soft drinks and a raffle,",have,we,STATIVE
so that you can walk home with a great prize!,walk,you,DYNAMIC
"The Jameson Grill has been designed to be nothing but fun for you, your family, employees, and maybe even your neighbors.",designed,Grill,DYNAMIC
Join in this wonderful event,Join,,CANNOT_DECIDE
and help Jameson Camp continue to provide the year-round support,help,,CANNOT_DECIDE
that gives kids a chance to create dreams.,gives,support,DYNAMIC
"Simply fill out the enclosed card,",fill,Simply,CANNOT_DECIDE
and we will see you at the Grill!,see,Simply,DYNAMIC
One of our volunteers will be contacting you soon.,contacting,One,DYNAMIC
Questions?,,,CANNOT_DECIDE
"Call Pat Bray at 241-2661 or e-mail, jcfundrzr@aol.com",Call,,CANNOT_DECIDE
