Clause,mainVerb,mainReferent,Gold
Dear Friends of Pleasant Run:,,,CANNOT_DECIDE
The holiday season is the time of year,is,Friends,STATIVE
"when we're all busy buying gifts,",'re,we,STATIVE
"baking goodies,",baking,,CANNOT_DECIDE
decorating our homes,decorating,,CANNOT_DECIDE
and making arrangements to be with family and friends.,making,,CANNOT_DECIDE
This is the time of year,is,This,STATIVE
when we give thanks for the warmth and love,give,we,DYNAMIC
that surrounds us.,surrounds,love,STATIVE
And this time of year is an occasion to remember those not as fortunate as we are.,is,time,STATIVE
Pleasant Run cares for at-risk children and families.,cares,Run,STATIVE
We do this through a wide range of programs,do,We,DYNAMIC
"including community- based, therapeutic foster care, group homes and our treatment center.",including,,CANNOT_DECIDE
Many of the children are victims of abuse,are,Many,STATIVE
or live in unstable homes.,,,STATIVE
"Today we are asking you to take a few minutes to consider making a contribution to Pleasant Run to help the 1,500 children families",asking,we,DYNAMIC
we care for.,care,we,STATIVE
Many of the children have no homes; no memories of joy from past holidays.,have,Many,STATIVE
Others are from families,are,Others,STATIVE
"that are struggling to provide a healthy, happy environment",struggling,families,DYNAMIC
but don't have the resources to make it possible.,have,families,STATIVE
Your contribution will make a difference in a child's life.,make,contribution,DYNAMIC
It may help a family stay together.,help,It,DYNAMIC
It can certainly make happy holiday memories.,make,It,DYNAMIC
A gift to Pleasant Run means,means,gift,STATIVE
the children in our care will have presents to open.,presents,children,STATIVE
A gift means,means,gift,STATIVE
"a family will have a holiday meal,",have,family,STATIVE
cooking utensils to prepare the meal,cooking,meal,CANNOT_DECIDE
and dishes to serve it on.,serve,meal,CANNOT_DECIDE
Your gift will go beyond the holiday season.,go,gift,DYNAMIC
"It can help purchase clothing, school supplies, books and educational tools throughout the year.",help,It,DYNAMIC
Please take a few minutes to mail a donation to Pleasant run.,take,,CANNOT_DECIDE
Let our families and children know,Let,,CANNOT_DECIDE
that you want them to have the same kinds of memories of the holidays,want,you,STATIVE
you will have.,have,you,DYNAMIC
We wish you and your family a new year full of joy and love.,wish,We,STATIVE
"Sincerely, Mary Roth Executive Director",,,CANNOT_DECIDE
