Clause,mainVerb,mainReferent,Gold
"November 15, 1994",,,CANNOT_DECIDE
"Dear ,",,,CANNOT_DECIDE
Think of your greatest accomplishments.,Think,November,CANNOT_DECIDE
Think of the joy and success,Think,,CANNOT_DECIDE
they bring to you and your loved ones.,bring,they,DYNAMIC
Michael Sims felt that way at age 39 -- the day,felt,Sims,STATIVE
he earned a job.,earned,he,DYNAMIC
Michael was born with cerebral palsy.,born,Michael,DYNAMIC
"Upon entering the work force,",entering,he,DYNAMIC
he discovered few job opportunities,discovered,he,DYNAMIC
that seemed to match his abilities.,seemed,opportunities,STATIVE
For several years he performed packaging and clerical work.,performed,he,DYNAMIC
His most recent job lasted only a year,lasted,job,STATIVE
before cut-backs eliminated his position.,eliminated,cut-backs,DYNAMIC
For 18 long months Michael could not find a job.,find,Michael,DYNAMIC
He resorted to public assistance dollars to survive.,resorted,He,DYNAMIC
"Finally, Michael called Goodwill.",called,Michael,DYNAMIC
"At Goodwill, Michael's counselors felt",felt,counselors,STATIVE
that his personable demeanor could be a major attribute,be,demeanor,STATIVE
and identified for him a possible job-match,identified,attribute,DYNAMIC
where his people skills could shine.,shine,skills,DYNAMIC
"After three interviews, Michael proved",proved,Michael,DYNAMIC
that he was the right person for the job.,was,he,STATIVE
"As the Clubhouse Monitor at Bent Tree Apartments, he now provides customer service for 50 to 60 tenants each night.",provides,he,DYNAMIC
"At last, he has found success in a job",found,he,DYNAMIC
that he loves.,loves,he,STATIVE
Now his goals are set on moving up in the company.,set,goals,STATIVE
"Every year, thousands of people come to Goodwill.",come,thousands,DYNAMIC
"Like Michael, they share two common characteristics.",share,they,STATIVE
They face some barrier to employment,face,They,STATIVE
and they want to work.,want,They,STATIVE
"With support from people like you, they can overcome their barriers",overcome,they,DYNAMIC
and earn success and the self-sufficiency,earn,they,CANNOT_DECIDE
that comes with it.,comes,self-sufficiency,STATIVE
And then the pay-off begins for the entire community.,begins,pay-off,DYNAMIC
Individual successes at Goodwill mean fewer persons receiving public support,mean,successes,STATIVE
and more paying taxes.,paying,,DYNAMIC
"Last year, participants in Goodwill programs earned --",earned,participants,DYNAMIC
and paid taxes on -- wages of nearly $3.5 million.,paid,earned,DYNAMIC
Their successes at work also saved taxpayers more than three-quarters of a million dollars in public assistance.,saved,successes,DYNAMIC
"The savings are counted in more ways than dollars and cents, however.",counted,savings,STATIVE
"The families of the new wage earners may feel the accomplishment in terms of a house to live in, money to purchase food -- without food stamps -- and the beginning of a family",feel,families,STATIVE
"focused on success, not hopelessness.",focused,families,STATIVE
Won't you help make all of these successes possible?,help,you,CANNOT_DECIDE
Please send the largest contribution,send,,CANNOT_DECIDE
you can comfortably make.,make,you,DYNAMIC
Your gift will help give new meaning to the word success,help,gift,DYNAMIC
-- for people who have seldom had reason to use the word.,had,people,STATIVE
"Sincerely, James M. McClelland President",,,CANNOT_DECIDE
P.S. Your gift will make a difference.,make,gift,DYNAMIC
"For every dollar of public support Goodwill received last year,",received,Goodwill,DYNAMIC
we returned $1.59 to the community in the form of earned wages and reduced public assistance payments.,returned,we,DYNAMIC
