Clause,mainVerb,mainReferent,Gold
Scholastic Career,,,CANNOT_DECIDE
A little girl had just finished her first week of school.,finished,Career,DYNAMIC
"""I'm wasting my time,""",wasting,I,STATIVE
she said to her mother.,said,she,DYNAMIC
"""I can't read,",read,I,STATIVE
I can't write -,write,I,STATIVE
"and they won't let me talk!""",let,I,DYNAMIC
Perspective View,,,CANNOT_DECIDE
"""A Developer is someone",is,Developer,STATIVE
who wants to build a house in the woods.,wants,someone,DYNAMIC
An environmentalist is someone,is,environmentalist,STATIVE
"who already owns a house in the woods.""",owns,someone,STATIVE
--Dennis Miller,,,CANNOT_DECIDE
Dry Humor,,,CANNOT_DECIDE
"A visitor to Texas once asked, ""Does it ever rain out here?""",asked,Humor,DYNAMIC
"A rancher quickly answered,",answered,rancher,DYNAMIC
"""Yes, it does.""",does,it,STATIVE
"""When?""",When,,CANNOT_DECIDE
asked the visitor.,asked,,DYNAMIC
"""Do you remember that part in the Bible",Do,,CANNOT_DECIDE
"where it rained for 40 days and 40 nights?""",rained,it,DYNAMIC
"The visitor replied,",replied,visitor,DYNAMIC
"""Yes, I'm familiar with the account of Noah's flood.""",'m,I,STATIVE
"""Well,"" the rancher drawled,",drawled,rancher,DYNAMIC
"""we got nearly half an inch that year.""",got,we,DYNAMIC
Entrepreneur,,,CANNOT_DECIDE
"A newsboy was standing on the corner with a his papers,",standing,newsboy,STATIVE
"yelling,",yelling,newsboy,DYNAMIC
"""Read all about it.",Read,,CANNOT_DECIDE
Fifty people swindled!,swindled,people,DYNAMIC
"Fifty people swindled!""",swindled,people,DYNAMIC
"Curious, a man walked over,",walked,man,DYNAMIC
"bought a paper,",bought,Curious,DYNAMIC
and checked the front page.,checked,Curious,DYNAMIC
What he saw was yesterday's paper.,was,saw,DYNAMIC
"The man said,",said,man,DYNAMIC
"""Hey, this is an old paper,",is,this,STATIVE
"where's the story about the big swindle?""",'s,,CANNOT_DECIDE
The newsboy just ignored him,ignored,newsboy,DYNAMIC
"and went on calling out,",went,newsboy,DYNAMIC
"""Read all about it.",Read,,CANNOT_DECIDE
"Fifty-one people swindled!""",swindled,people,DYNAMIC
On the Blink.,,,CANNOT_DECIDE
"On a recent flight, an elderly passenger kept peering out the window.",kept,passenger,DYNAMIC
"Since it was totally dark,",was,it,STATIVE
all she could see was the blinking wing-tip light.,was,all,STATIVE
"Finally, she rang for the flight attendant.",rang,she,DYNAMIC
"""I'm sorry to bother you,""",'m,said,STATIVE
"she said,",said,sorry,DYNAMIC
"""but I think",think,I,STATIVE
you should inform the pilot,inform,you,DYNAMIC
that his left-turn indicator is on,is,indicator,STATIVE
