Clause,mainVerb,mainReferent,Gold
Tony Lama Co. said,said,Co.,DYNAMIC
that Equus Investment II Limited Partnership has proposed changing the offer for the company to $13.65 in cash and stock from an all-cash transaction.,proposed,Partnership,DYNAMIC
"Under terms of the new proposal, Equus, managed by Equus Capital Corp., Houston,",managed,Equus,STATIVE
would pay $12 cash and one new preferred share with a liquidation preference of $1.65 a share for each of Tony Lama's 2.1 million shares outstanding.,pay,Equus,DYNAMIC
"Previously, it offered $13.65 a share in cash, or $29 million.",offered,it,DYNAMIC
"The El Paso, Texas, maker of Western boots and leather accessories said",said,maker,DYNAMIC
"the preferred stock would accrue dividends at a 12% rate,",accrue,stock,DYNAMIC
but wouldn't be paid for the first two years.,paid,stock,DYNAMIC
"The stock would be redeemed in five years, subject to terms of the surviving company's debt.",redeemed,stock,DYNAMIC
Neither Equus nor Tony Lama gave,gave,Lama,DYNAMIC
a reason for the changed offer and Tony Lama couldn't be reached for comment.,changed,,DYNAMIC
"However, Tony Lama said",said,Lama,DYNAMIC
it would promptly submit the offer to a special committee of the company's board.,submit,it,DYNAMIC
