Clause,mainVerb,mainReferent,Gold
"Oshkosh Truck Corp., Oshkosh, Wis., estimated earnings for its fourth quarter",estimated,Corp.,CANNOT_DECIDE
"ended Sept. 30 fell 50% to 75% below the year-earlier $4.5 million, or 51 cents a share.",fell,earnings,DYNAMIC
The truck maker said,said,maker,DYNAMIC
the significant drop in net income will result in lower earnings for the fiscal year.,result,drop,DYNAMIC
"In fiscal 1988, the company earned $17.3 million, or $1.92 a share, on revenue of $352.9 million.",earned,company,DYNAMIC
"Oshkosh Truck attributed the downturn in its earnings to higher start-up costs of its new chassis division, a softer motor-home market and higher administrative costs of compliance with government contractor regulations.",attributed,Truck,DYNAMIC
The company said,said,company,DYNAMIC
"it is in the process of phasing out John Deere, its current source of production for midsized motor home chassis.",is,it,STATIVE
"In anticipation of the start-up of its new factory, the company said",said,company,DYNAMIC
a larger-than-normal chassis supply has been built to carry it through the transition period.,built,supply,DYNAMIC
