Clause,mainVerb,mainReferent,Gold
NYT20020731.0078 2002-07-31 13:47,,,CANNOT_DECIDE
A4346 &Cx1f; ttd-z r d BC-JULIACHILD-SFCHRON 07-31 1501,,,CANNOT_DECIDE
BC-JULIACHILD-SF,,,CANNOT_DECIDE
MUST CREDIT THE SAN FRANCISCO CHRONICLE,,,CANNOT_DECIDE
Grande dame of cooking still going strong at 90:,going,A4346,STATIVE
Julia Child celebrates in San Francisco,celebrates,Child,DYNAMIC
BY KAROLA SAEKEL c. 2002 The San Francisco Chronicle,,,CANNOT_DECIDE
SAN FRANCISCO -- How does it feel to turn 90,feel,c.,CANNOT_DECIDE
"and have attained the status of an icon, a living legend?",attained,it,CANNOT_DECIDE
"""It feels",feels,It,STATIVE
"just like it felt before,""",felt,it,STATIVE
Julia Child says with the throaty laugh familiar to millions,says,Child,DYNAMIC
"who cut their culinary teeth on her ""French Chef"" television series.",cut,millions,DYNAMIC
"The show, along with her seminal book, ""Mastering the Art of French Cooking"" (1961), revolutionized the way America cooks",revolutionized,show,DYNAMIC
and eats.,eats,America,CANNOT_DECIDE
While making light of the difference,making,,DYNAMIC
a day -- or another decade --,,,CANNOT_DECIDE
"makes, Child intends to enjoy her birthday thoroughly.",intends,Child,STATIVE
"First, there will be all the public observances,",be,,STATIVE
"including a sold-out dinner Thursday at San Francisco's tony Fifth Floor restaurant, which",including,,STATIVE
-- like dinners that night at 19 other venues across the country -- will benefit the scholarship fund of the International Association of Culinary Professionals,benefit,restaurant,DYNAMIC
(which Child co-founded).,co-founded,Professionals,DYNAMIC
"Friday to Sunday, the action moves to Napa, with both members-only and public events at COPIA:",moves,action,DYNAMIC
"The American Center for Wine, Food and the Arts, of which she is an honorary board member.",is,she,STATIVE
"Aug. 15, her actual birthday, will see her in Maine at an annual gathering of nieces, nephews, their offspring and friends,",see,Aug.,DYNAMIC
who for many years have rolled a joined birthday celebration for several members of the group into a jolly reunion.,rolled,gathering,DYNAMIC
"The schedule Child and her assistant of 14 years, former pastry chef Stephanie Hersh, have laid out is not exactly a senior-citizen routine,",laid,assistant,STATIVE
even though Child has always been candid about her age and realistic in assessing her own capabilities.,been,Child,STATIVE
"When the Pasadena native moved back to California from her long-time home in the Boston area last year,",moved,native,DYNAMIC
she also made the move from a condominium,made,she,DYNAMIC
"she and her late husband, Paul, had purchased many years ago to a progressive retirement home.",purchased,she,DYNAMIC
"She is in the most active of the four levels available,",is,She,STATIVE
"but should the need arise,",arise,She,DYNAMIC
she can move on to assisted living facilities within the same complex.,move,she,DYNAMIC
"""Julia,"" explains Hersh, """,explains,Hersh,DYNAMIC
made these retirement plans many years ago.,made,Julia,DYNAMIC
She thinks,thinks,She,STATIVE
it's selfish,'s,it,STATIVE
"for people not to make arrangements for their old age in good time.""",make,people,DYNAMIC
"But so far, age has been kind to the ebullient Child.",been,age,STATIVE
"In a phone interview a couple of weeks ago, she reported with glee",reported,she,DYNAMIC
that surgery early this month to remove,remove,surgery,CANNOT_DECIDE
"a small cyst on her spinal cord had ""miraculously"" cleared up recent problems in walking:",had,surgery,DYNAMIC
"""Turned out",,,DYNAMIC
"there is nothing wrong with my legs at all.""",is,Turned,STATIVE
"So she can once again go shopping,",go,she,DYNAMIC
buying,,,DYNAMIC
whatever seems best on any given day.,seems,whatever,STATIVE
"Though she had a ""nice"" kitchen",had,she,DYNAMIC
"installed in her new home, Child said",said,Child,DYNAMIC
"it's like a ship's galley -- a far cry from the huge, three-pantry kitchen Paul Child",'s,it,STATIVE
designed for their house in Cambridge.,designed,Child,DYNAMIC
"That may well be the best-known kitchen in America,",be,That,STATIVE
"since it became the site of the ""French Chef"" television programs,",became,it,DYNAMIC
which started airing in 1962.,started,programs,DYNAMIC
"""Back there, we always ate in the kitchen,""",ate,we,DYNAMIC
"Child reminisced,",reminisced,ate,DYNAMIC
"""I cannot do that here.""",do,I,DYNAMIC
That means,means,That,STATIVE
"her entertaining has been curtailed,",curtailed,entertaining,DYNAMIC
even though she still has an active social life with the many friends,has,she,STATIVE
the Childs made during 22 winters,made,Childs,DYNAMIC
spent in Santa Barbara.,spent,winters,DYNAMIC
