Clause,mainVerb,mainReferent,Gold
"November 15, 1996",,,CANNOT_DECIDE
Dear Personal Donor:,,,CANNOT_DECIDE
"In the short while since Goodwill helped him find his job, Robert has learned to thoroughly clean a motel room in about 40 minutes.",learned,November,DYNAMIC
His job objectives call,call,objectives,STATIVE
for him to do it in 30.,do,him,CANNOT_DECIDE
He has no time to waste.,has,He,STATIVE
Neither do we.,Neither,we,STATIVE
"With the help of friends like you, Goodwill has continued to adapt our services to meet the human needs of our changing society.",continued,Goodwill,DYNAMIC
We don't waste time,waste,We,DYNAMIC
as we are helping the community.,helping,time,DYNAMIC
And we don't waste money.,do,,DYNAMIC
"The gift that I am asking you to make will be used to continue our mission of helping people prepare for,",used,gift,DYNAMIC
find,find,prepare,CANNOT_DECIDE
and keep jobs.,keep,prepare,CANNOT_DECIDE
"In their December, 1995 review of the nation's best charities, U.S. News & World Report called Goodwill one of the five ""Standout Good Guys.""",called,Report,DYNAMIC
The magazine stated,stated,magazine,DYNAMIC
that Goodwill (as well as the other standouts),,,CANNOT_DECIDE
"is ""uniquely effective, innovative or valuable.""",is,Goodwill,STATIVE
"While I appreciate U.S. News & World Report's endorsement, the true value of your support is measured by the way",measured,value,DYNAMIC
Goodwill takes on problems,takes,Goodwill,DYNAMIC
that affect all of us.,affect,problems,DYNAMIC
"Every time we help someone find a solution to their employment barrier,",help,we,DYNAMIC
the positive effects radiate throughout our community:,radiate,time,DYNAMIC
"The business community welcomes not only another worker, but a consumer with increased purchasing power.",welcomes,community,DYNAMIC
Parents act as role models of self-sufficiency instead of dependency.,act,Parents,STATIVE
Tax dollars that would have been spent on public assistance are saved.,saved,dollars,DYNAMIC
You and I know,know,You,STATIVE
that solutions to difficult problems don't just happen.,happen,solutions,DYNAMIC
"At Goodwill, it is the hard work of staff and those",is,it,STATIVE
who benefit from our services,benefit,those,DYNAMIC
that produces the kind of inspiring results,produces,work,DYNAMIC
I see every day:,see,I,DYNAMIC
A Goodwill staff member addresses a group of welfare recipients:,addresses,member,DYNAMIC
"""You can earn the money to support yourself and your family,""",earn,You,DYNAMIC
she says.,says,she,DYNAMIC
"""You can get off welfare.",get,You,DYNAMIC
I know,know,I,STATIVE
"you can... I did.""",did,I,DYNAMIC
A participant in a Goodwill program rushes back from a job interview to share the results with his classmates in our desktop publishing training program.,rushes,participant,DYNAMIC
"once his tears have subsided,",subsided,tears,DYNAMIC
he confirms what his classmates have already figured out: he just received a job offer -- his first in five years.,confirms,he,DYNAMIC
"Addressing a meeting at a neighborhood center,",Addressing,member,DYNAMIC
a Goodwill staff member tells the audience,tells,member,DYNAMIC
how Goodwill can help them find and keep jobs.,help,tells,DYNAMIC
"On his way home, he shares the story with four people at a street corner.",shares,he,DYNAMIC
At the next corner he tells five more.,tells,he,DYNAMIC
"In order to develop job skills, a man with some serious disabilities begins working in Goodwill's industrial division.",begins,man,DYNAMIC
It takes a long time,takes,It,STATIVE
for him to gain the self-confidence to work elsewhere in the community.,gain,time,CANNOT_DECIDE
"Eventually, he turns your support into a payoff for all of us.",turns,he,DYNAMIC
He proudly leaves Goodwill to support himself.,leaves,He,DYNAMIC
These people and their successes are real.,are,successes,STATIVE
Just like the respect we've earned from U.S. News & World Report.,like,,DYNAMIC
Just like the impact Goodwill's work has on our community.,like,,STATIVE
Real work.,,,CANNOT_DECIDE
Real results.,,,CANNOT_DECIDE
A real difference in people's lives -- in all of our lives.,,,CANNOT_DECIDE
The people who can benefit most directly from your generosity have no time to waste.,have,people,STATIVE
Neither do the rest of us,do,Neither,STATIVE
who feel the positive results of their success.,feel,rest,STATIVE
Your support helps provide real solutions.,helps,support,DYNAMIC
Please use the enclosed response card and envelope to give generously to Goodwill today.,use,,CANNOT_DECIDE
"Sincerely,",,,CANNOT_DECIDE
Jack Dustman Board Member and Former Chairman,,,CANNOT_DECIDE
