Clause,mainVerb,mainReferent,Gold
"January 5, 1997",,,CANNOT_DECIDE
Name,Name,January,CANNOT_DECIDE
Address,,,CANNOT_DECIDE
"City, ST Zip",,,CANNOT_DECIDE
Dear Bill:,,,CANNOT_DECIDE
This is the time of year,is,This,STATIVE
"when our thoughts turn to ways to do things differently, things",turn,thoughts,DYNAMIC
that will make our lives better,make,things,DYNAMIC
and improve the quality of our life.,improve,things,DYNAMIC
"As you begin that process this year,",begin,you,DYNAMIC
"I would like to ask you to consider helping young people in Marion County toward more positive youth development by becoming a supporter of the Marion County Commission on Youth, Inc.",like,I,STATIVE
"MCCOY Inc., originally founded as a government agency",founded,Inc.,DYNAMIC
"but re-organized in 1993 as an independent not-for-profit,",re-organized,Inc.,DYNAMIC
"is a county-wide youth services coordinating, planning, and convening agency.",is,convening,STATIVE
"Its purpose is to encourage collaboration and cooperation between the various agencies, programs, and systems",is,purpose,STATIVE
that serve our community's youth.,serve,systems,DYNAMIC
"In addition to that behind-the-scenes role, MCCOY has taken an out-front role in developing a Summer Bus Pass, neighborhood youth councils, and the We Value Youth information line.",taken,MCCOY,DYNAMIC
It is our goal,is,It,STATIVE
that every young person in Marion County have access to the programs and services,have,person,STATIVE
that can best assist them in their growth toward a positive adulthood.,assist,services,DYNAMIC
I am hopeful,am,I,STATIVE
that you as an individual and Meridian Insurance as a corporation might consider becoming sustaining supporters of MCCOY.,consider,corporation,DYNAMIC
I have enclosed a packet of information about MCCOY and its work as well as an application with various options for supporting the youth of our community.,enclosed,I,DYNAMIC
I obviously can't tell the whole story of MCCOY in a single letter,tell,I,DYNAMIC
but I hope,hope,I,STATIVE
this provides an overview of the scope of our work.,provides,this,DYNAMIC
I will call you in a few weeks to discuss your level of interest.,call,I,DYNAMIC
Please consider joining together with your fellow citizens in support of the work of the Marion County Commission on Youth.,consider,,CANNOT_DECIDE
"Sincerely, John Brandon Executive Director",,,CANNOT_DECIDE
