Clause,mainVerb,mainReferent,Gold
"August 4, 1999",,,CANNOT_DECIDE
Name,Name,August,CANNOT_DECIDE
Address,,,CANNOT_DECIDE
"City, ST Zip",,,CANNOT_DECIDE
"The goal of MCCOY, Inc. has been to make a difference.",been,Inc.,STATIVE
"In 1998, MCCOY, Inc. led two efforts",led,Inc.,DYNAMIC
"that, we believe,",believe,we,STATIVE
will help our community continue to take the steps,help,efforts,DYNAMIC
necessary to help all young people grow up,help,steps,CANNOT_DECIDE
and develop well.,develop,people,CANNOT_DECIDE
"Participants in the Youth Outcomes Educational Initiative identified three goals for all our youth to obtain: economic self-sufficiency, healthy family, social relationships, and involvement in the community.",identified,Participants,DYNAMIC
"A short time later, the Community Youth Mapping Project sent 55 young people out",sent,Project,DYNAMIC
into the community to identify the resources,identify,community,CANNOT_DECIDE
they need to grow up well:,need,they,STATIVE
"caring adults, safe places to go,",go,places,CANNOT_DECIDE
and positive things to do.,do,things,CANNOT_DECIDE
"One group of adults and one group of youth, through two very different processes, have arrived at the same conclusion;",arrived,group,DYNAMIC
"our community still has much to do if we are to help ALL of your youth successfully develop into the responsible, productive adults who will our community in the future.",has,community,STATIVE
"As a provider of youth services, MCCOY, Inc. is here to support your valuable efforts to develop young people.",is,Inc.,STATIVE
"Recently, through a lot of hard work and alliances with organizations like yours, some steps have been taken in our community",taken,steps,DYNAMIC
that will help young people continue to be involved in positive activities.,help,community,DYNAMIC
"One, IndyGo in April adopted a much-needed policy",adopted,IndyGo,DYNAMIC
that all young people under the age of 19 may ride on their buses at half the normal fare all year long.,ride,people,DYNAMIC
"Two, funding was made available this summer for youth organizations and churches to conduct positive youth programming on Saturday evenings.",made,Two,DYNAMIC
"Through the youth mapping process, it was confirmed",confirmed,it,DYNAMIC
that the positive opportunities for youth on weekend evenings were lacking.,lacking,opportunities,STATIVE
That need is being met.,met,need,DYNAMIC
"As it has been an exciting year for all of us, MCCOY, Inc. cannot do its part without the support of organizations like yours.",do,Inc.,DYNAMIC
"Annually, we ask several of our youth",ask,we,DYNAMIC
serving organizations to join us in our effort to help young people grow up well in Indianapolis.,serving,,CANNOT_DECIDE
Enclosed is a donation card,is,Enclosed,STATIVE
that will enable you to make Indianapolis a great place,enable,card,DYNAMIC
for ALL of us to live.,live,you,CANNOT_DECIDE
"If you have any questions or concerns at any time, please do not hesitate to call me at 921-1288.",hesitate,please,CANNOT_DECIDE
"Sincerely, John F. Brandon, President MCCOY, Inc.",,,CANNOT_DECIDE
