Clause,mainVerb,mainReferent,Gold
Lawmaker Appeals for Innocent Iraqis,,,DYNAMIC
"By HASSAN ABDULWAHAB, Associated Press Writer BASRA, Iraq (AP)",,,CANNOT_DECIDE
A U.S. lawmaker assessing the impact of U.N. sanctions on Iraq said Wednesday,said,Appeals,DYNAMIC
it is important not only to force Baghdad to give up its weapons of mass destruction,is,it,STATIVE
but also to do more to ease the hardships on ordinary Iraqis.,do,important,CANNOT_DECIDE
"Rep. Tony Hall, D-Ohio, did not call for a lifting of sanctions imposed on Iraq for its 1990 invasion of Kuwait,",call,Hall,DYNAMIC
but said,said,Hall,DYNAMIC
the United Nations should make sure,make,Nations,DYNAMIC
that sanctions do not hurt innocent Iraqis.,hurt,sanctions,DYNAMIC
"""It was very, very important"" to compel Iraq to rid itself of weapons of mass destruction",was,It,STATIVE
"so that ""it cannot use or export them to other countries,""",use,it,DYNAMIC
he told Associated Press Television News.,told,he,DYNAMIC
But he insisted,insisted,he,DYNAMIC
the international community can do a much better job in helping Iraq deal with its economic and health problems.,do,community,DYNAMIC
"One way would be to speed up the flow of health supplies and other urgent commodities to the country under a U.N. humanitarian program,",be,way,DYNAMIC
he said.,said,he,DYNAMIC
Iraq says the United States and Britain,says,Iraq,DYNAMIC
"hold up delivery of needed supplies,",hold,States,DYNAMIC
using their clout in the United Nations.,using,States,DYNAMIC
The U.S. government says,says,government,DYNAMIC
it wants to ensure,wants,it,STATIVE
that Iraq is not buying items,buying,Iraq,DYNAMIC
that appear to be humanitarian in nature,appear,items,STATIVE
but that could be used for making weapons.,used,items,DYNAMIC
