Clause,mainVerb,mainReferent,Gold
Background,,,CANNOT_DECIDE
"Ecto-Nucleoside triphosphate diphosphohydrolases (E-NTPDases, formerly called ecto-ATPases)",,,STATIVE
hydrolyze nucleotides in the presence of divalent cations,,,DYNAMIC
"and are insensitive to inhibitors of P-type, F-type, and V-type ATPases [ 1 ] .",,,STATIVE
"Three isoforms that differ in the ratio of ATPase/ADPase activity are present on the cell surface [ 2 ] : E-NTPDase1 with a ratio of 1, E-NTPDase2 with a ratio of 10 and E-NTPDase3 with a ratio of 3-5.",,,STATIVE
"NTPDases are important in many physiological processes like cell motility, adhesion, nonsynaptic information transfer, secretion, regulation of hemostasis and ectokinases [ 1 ] .",,,STATIVE
"Understanding the enzymatic mechanisms of the NTPDases will help description of their physiological functions, and development of strategies to regulate the functions of the enzymes.",,,DYNAMIC
The catalytic mechanism of NTPDases is not known,,,STATIVE
even though some basic facts of the catalysis have been established.,,,DYNAMIC
"NTPDases do not form phosphorylated intermediates during catalysis, a conclusion",,,DYNAMIC
also supported by lack of vanadate sensitivity and Pi product inhibition [ 3 4 5 6 ] .,,,STATIVE
The catalytic reaction appears to be irreversible,,,STATIVE
and no partial reactions have been observed [ 7 8 ] .,,,DYNAMIC
Divalent cations like Ca 2+or Mg 2+are,,,CANNOT_DECIDE
"required for activity,",,,STATIVE
and maximal activity is reached,,,DYNAMIC
when the concentrations of substrates and divalent cations are equal [ 1 ] .,,,STATIVE
The specific activities of NTPDases vary over a broad range from ten thousand units for potato apyrase to less than one hundred units for chicken gizzard ecto-ATPase [ 9 10 ] .,,,STATIVE
Sequence comparisons indicate,,,STATIVE
"that most of NTPDases contain five highly conserved regions, apyrase conserved region, ACR1 - ACR5 [ 9 11 ] .",,,STATIVE
"However, the catalytic sites have not been identified,",,,DYNAMIC
"although ACR1 and ACR4 have been implicated in - and -phosphate binding, respectively [ 9 ] .",,,DYNAMIC
"E-NTPDase1 is also called CD39,",,,STATIVE
as it was first described as an antigen present on activated B and T lymphocytes.,,,DYNAMIC
Residues of ACR1 to ACR5 of CD39 have been mutated to study the involvement of the ACR regions in catalysis.,,,DYNAMIC
E174 in ACR3 and S218 in ACR4 are required for catalytic function [ 12 ] .,,,STATIVE
Substitution of H59 in ACR1 converted CD39 into an ADPase in a quaternary structure dependent manner [ 13 ] .,,,DYNAMIC
"Mutation of W187A in ACR3 affected CD39 folding and translocation,",,,DYNAMIC
while mutation of W459A in ACR5 increased ATPase activity,,,DYNAMIC
but diminished ADPase activity [ 14 ] .,,,DYNAMIC
Mutations of D62 and G64 of ACR1 and D219 and G221 of ACR4 demonstrated,,,DYNAMIC
