Clause,mainVerb,mainReferent,Gold
Some of the strongest critics of our welfare system are the people,are,Some,STATIVE
who have become dependent on it.,become,people,DYNAMIC
Their complaint: the system discourages working,discourages,complaint,STATIVE
because unemployment provides benefits,provides,unemployment,DYNAMIC
that many entry-level jobs don't include.,include,jobs,STATIVE
That's where you,'s,That,STATIVE
--and Goodwill --come in.,come,you,DYNAMIC
We help people train for,help,We,DYNAMIC
and find jobs,find,people,CANNOT_DECIDE
that make it possible,make,jobs,DYNAMIC
for them to get off of welfare.,get,it,CANNOT_DECIDE
"Last year, Goodwill placed 511 people in jobs, more than double the number",placed,Goodwill,DYNAMIC
we placed in 1993.,placed,we,DYNAMIC
"While the debate on welfare reform is gathering like a storm at sea, the people",gathering,debate,DYNAMIC
who need jobs are floundering.,are,people,DYNAMIC
We need your support to continue getting people off of public assistance.,need,We,STATIVE
Welfare is not the answer.,is,Welfare,STATIVE
And welfare reform is an uncertain solution with an unknown starting date.,is,reform,STATIVE
Goodwill works.,,,STATIVE
Right now.,,,CANNOT_DECIDE
Please give the largest gift you can to Goodwill today.,give,,CANNOT_DECIDE
"Sincerely, Jack Dustman Chairman",,,CANNOT_DECIDE
