Clause,mainVerb,mainReferent,Gold
It's hard to believe,'s,It,STATIVE
that the holiday season is only two months away.,is,season,STATIVE
"At Pleasant Run, Inc. we are making plans and arrangements for our children and families.",making,we,DYNAMIC
"Every year we seek companies, organizations and individuals to sponsor one or more of our families.",seek,we,DYNAMIC
These families are participants in our community-based programs.,are,families,STATIVE
These programs focus on keeping the family together by providing counseling and other services to the entire family.,focus,programs,STATIVE
After our caseworkers meet with these families and their children,meet,they,DYNAMIC
they often find,find,they,DYNAMIC
"they lack even the basic necessities such as cooking utensils, beds, cleaning supplies, etc.",lack,they,STATIVE
We meet these needs immediately.,meet,We,DYNAMIC
"But, the holiday season is a particularly difficult time for these families.",is,season,STATIVE
They do not have the resources necessary to purchase gifts or food for a holiday meal.,have,They,STATIVE
We are asking you to consider sponsoring one of our families for this holiday season.,asking,We,DYNAMIC
If you are interested,are,you,STATIVE
"and would like more information, please contact Lisa Lusk or Marcia Whited at 693-9222.",please,,STATIVE
We would like to have families matched with sponsors non later than xxxx.,like,We,STATIVE
Thank you for considering this opportunity to make this a memorable holiday season for a family in need.,Thank,,CANNOT_DECIDE
"Sincerely,",,,CANNOT_DECIDE
