Clause,mainVerb,mainReferent,Gold
First of America Bank Corp. said,said,Corp.,DYNAMIC
it completed its acquisition of Midwest Financial Group Inc. for about $250 million.,completed,it,DYNAMIC
"First of America, which now has 45 banks and $12.5 billion in assets,",has,First,STATIVE
"announced an agreement to acquire the Peoria, Ill., bank holding company in January.",announced,First,DYNAMIC
Midwest Financial has $2.3 billion in assets and eight banks.,has,Financial,STATIVE
"The Midwest Financial subsidiary banks will continue to operate under their current names until early 1990,",continue,banks,DYNAMIC
when each will adopt the First of America name.,adopt,each,DYNAMIC
"Kalamazoo, Mich.-based First of America said",said,First,DYNAMIC
it will eliminate the 13 management positions of the former Midwest Financial parent company.,eliminate,it,DYNAMIC
First of America said,said,First,DYNAMIC
some of the managers will take other jobs with First of America.,take,some,DYNAMIC
But it said,said,it,DYNAMIC
"that severance payments to those executives not staying with the company will reduce First of America's operating results for 1989 by $3 million to $4 million, or 15 cents to 20 cents a share.",reduce,payments,DYNAMIC
