Clause,mainVerb,mainReferent,Gold
"November 27, 1995",,,CANNOT_DECIDE
Dear Friend:,,,CANNOT_DECIDE
What kind of people benefit by your contribution to Pleasant Run Children's Homes?,benefit,kind,CANNOT_DECIDE
"Little ones, like Baby Jessica, caught in the struggle between adoptive and birth parents.",caught,ones,STATIVE
"Older kids, like Tracy and Kerry, left homeless",left,kids,STATIVE
after a recent murder-suicide in Indianapolis claimed Mom and Dad.,claimed,murder-suicide,DYNAMIC
"Young adults, like Mary T., a jobless mother of three, trying desperately to keep her kids out of trouble in a crime-ridden neighborhood.",like,adults,DYNAMIC
Real people!,!,people,CANNOT_DECIDE
There are thousands more.,are,more,STATIVE
"Families are being torn apart,",torn,Families,DYNAMIC
"and too often, children are the victims.",are,children,STATIVE
"Kids like Tommie J., made a ward of the court because of repeated beatings by an alcoholic father;",made,Kids,DYNAMIC
"Alice, sent to a group home to get help because of severe behavior disorders;",sent,Kids,DYNAMIC
"and John H., a recovering alcoholic, rebuilding a relationships with his family",rebuilding,Kids,DYNAMIC
so they can live together again.,live,they,STATIVE
Pleasant Run Children's Homes began serving children nearly 130 years ago.,began,Homes,DYNAMIC
Then the task was to help children,was,task,STATIVE
who lost parents in the Civil War.,lost,children,DYNAMIC
"Today, we serve children and families with a multitude of problems: emotional, physical, psychological and sexual abuse.",serve,we,DYNAMIC
Some come from families,come,Some,STATIVE
"where, through therapy, there is hope for reunification.",is,hope,STATIVE
"For others, ""families"" are the counselors are housemates at the group homes",are,families,STATIVE
where they live.,live,they,STATIVE
The biggest tragedy is that the problems don't go away;,is,tragedy,STATIVE
they only grow.,grow,they,DYNAMIC
In 1994 Pleasant Run served 346 children and 125 families.,served,Run,DYNAMIC
In 1995 we will serve over 850 children and 340 families.,serve,we,DYNAMIC
"In 1996, these figures will triple.",triple,figures,DYNAMIC
"The children and families who come to Pleasant Run are given the opportunity to become happy, loving, and productive members of our society.",given,children,DYNAMIC
"They welcome the chance to belong, to become self- sufficient, to regain their self-esteem and confidence.",welcome,They,DYNAMIC
"Often it is a long, hard struggle,",is,it,STATIVE
but the results are well worth it.,are,results,STATIVE
"For Pleasant Run to continue to serve abused and neglected children and their families,",continue,Run,CANNOT_DECIDE
we need your support.,need,we,STATIVE
"The Funding sources are shrinking,",shrinking,sources,DYNAMIC
but the needs grow explosively.,grow,sources,DYNAMIC
"Please ""help good kids get better"" by sending us a contribution today.",help,,CANNOT_DECIDE
Your gift will give children and families hope for improved tomorrows.,give,gift,DYNAMIC
"Sincerely, Mary Roth",,,CANNOT_DECIDE
