Clause,mainVerb,mainReferent,Gold
"Travelers Corp. 's third-quarter net income rose 11%,",rose,income,DYNAMIC
even though claims stemming from Hurricane Hugo reduced results $40 million.,reduced,claims,DYNAMIC
"Net advanced to $94.2 million, or 89 cents a share, from $85 million, or 83 cents a share,",advanced,Net,DYNAMIC
"including net realized investment gains of $31 million, up from $10 million a year ago.",including,,STATIVE
But revenue declined to $3 billion from $3.2 billion.,declined,revenue,DYNAMIC
Travelers estimated,estimated,Travelers,DYNAMIC
that the California earthquake last month will result in a fourth-quarter pre-tax charge of less than $10 million.,result,month,DYNAMIC
"The insurer's earnings from commercial property/casualty lines fell 59% in the latest quarter,",fell,earnings,DYNAMIC
"while it lost $7.2 million in its personal property/casualty business,",lost,it,DYNAMIC
compared with earnings of $6.1 million a year ago.,compared,,STATIVE
"Travelers's employee benefits group, which includes its group health insurance operations,",includes,group,STATIVE
"posted earnings of $24 million,",posted,group,DYNAMIC
compared with a loss of $3 million last year.,compared,,STATIVE
"In the first nine months, net was $306 million,",was,net,STATIVE
compared with a loss of $195 million in the 1988 period.,compared,,STATIVE
The year-ago results included a $415 million charge in the 1988 second quarter for underperforming real estate and mortgage loans.,included,results,STATIVE
