Clause,mainVerb,mainReferent,Gold
Valley Federal Savings & Loan Association took an $89.9 million charge,took,Association,DYNAMIC
"as it reported a third-quarter loss of $70.7 million, or $12.09 a share.",reported,it,DYNAMIC
"The Van Nuys, Calif., thrift had net income of $132,000, or three cents a share, a year ago.",had,thrift,STATIVE
"The bulk of the pretax charge is a $62 million write-off of capitalized servicing at the mobile home financing subsidiary,",is,bulk,STATIVE
which the company said,said,company,DYNAMIC
had been a big drain on earnings.,been,subsidiary,STATIVE
The company said,said,company,DYNAMIC
the one-time provision would substantially eliminate all future losses at the unit.,eliminate,provision,DYNAMIC
Valley Federal also added $18 million to realestate loan reserves,added,Federal,DYNAMIC
and eliminated $9.9 million of good will.,eliminated,Federal,DYNAMIC
The thrift said,said,thrift,DYNAMIC
"that ""after these charges and assuming no dramatic fluctuation in interest rates,",assuming,charges,CANNOT_DECIDE
"the association expects to achieve near record earnings in 1990.""",expects,association,DYNAMIC
Valley Federal is currently being examined by regulators.,examined,Federal,DYNAMIC
New loans continue to slow;,continue,loans,DYNAMIC
they were $6.6 million in the quarter compared with $361.8 million a year ago.,were,they,STATIVE
The thrift has assets of $3.2 billion.,has,thrift,STATIVE
