Clause,mainVerb,mainReferent,Gold
NYT20020731.0375 2002-07-31 23:52,,,CANNOT_DECIDE
A4928 &Cx1f; taf-z u s BC-FIG-OLY-ARREST-1STLD- 07-31 1937,s,u,CANNOT_DECIDE
BC-FIG-OLY-ARREST-1STLD-WRITETHRU-NYT,,,CANNOT_DECIDE
OLYMPIC JUDGING SCANDAL DEEPENS WITH ARREST OF RUSSIAN CRIME FIGURE,,,DYNAMIC
(EDS: SUBS for rewriting throughout.),rewriting,,CANNOT_DECIDE
By RICHARD SANDOMIR c.2002 New York Times News Service,,,CANNOT_DECIDE
A Russian accused of being in organized crime was arrested in Italy on Wednesday on an American complaint,arrested,accused,DYNAMIC
"that he conspired to fix the pairs figure skating and ice dancing competitions at the recent Salt Lake Winter Olympics,",conspired,he,DYNAMIC
which were dominated by the sport's judging scandals.,dominated,Olympics,STATIVE
"The Russian, Alimzhan Tokhtakhounov, who was arrested by the Italian authorities at his resort home in Forte dei Marmi,",arrested,Tokhtakhounov,DYNAMIC
appeared to have a singular motivation for rigging the competitions:,appeared,Tokhtakhounov,STATIVE
"getting a visa to return to France,",getting,,CANNOT_DECIDE
where he once lived.,lived,he,STATIVE
The federal prosecutor in Manhattan alleged in a criminal complaint,alleged,prosecutor,DYNAMIC
that Tokhtakhounov had conceived and directed a scheme with a second man,conceived,Tokhtakhounov,DYNAMIC
"alleged to be in the Russian mob and a member of the Russian Skating Federation to secure a gold medal for the top Russian pairs skaters and for the top French ice dancers,",alleged,man,STATIVE
one of whom is a Russian.,is,one,STATIVE
"The Russian team of Yelena Berezhnaya and Anton Sikharulidze narrowly won the gold medal over the Canadians Jamie Sale and David Pelletier,",won,team,DYNAMIC
who were later awarded a duplicate gold medal because of the ensuing judging controversy.,awarded,Sale,DYNAMIC
Sale and Pelletier declined to comment on Wednesday.,declined,Sale,DYNAMIC
"The French ice dancers, Marina Anissina and Gwendal Peizerat, later won the gold over a Russian team.",won,Anissina,DYNAMIC
The complaint casts the Salt Lake City figure skating scandal in a more serious light than the cronyism and vote-swapping,casts,complaint,DYNAMIC
that have tainted the increasingly troubled sport.,tainted,cronyism,DYNAMIC
"Over the past four years, four judges have been suspended,",suspended,judges,DYNAMIC
including a Ukrainian,including,,STATIVE
who was taped by a Canadian judge,taped,Ukrainian,DYNAMIC
"detailing the order of finish for the ice dancers before the 1998 Winter Games in Nagano, Japan.",detailing,,DYNAMIC
If convicted of the charges against him,convicted,,DYNAMIC
"-- conspiracy to commit wire fraud and conspiracy to commit bribery, both felonies _",commit,conspiracy,CANNOT_DECIDE
"Tokhtakhounov faces maximum prison time of 10 years and a fine of $500,000 or more.",faces,Tokhtakhounov,STATIVE
The United States is seeking his extradition from Italy.,seeking,States,DYNAMIC
"The Italian authorities provided the FBI with information from wiretaps of Tokhtakhounov's home telephone, part of an investigation into his criminal activities.",provided,authorities,DYNAMIC
The FBI said,said,FBI,DYNAMIC
"explicit conversations about the scheme had been recorded between Tokhtakhounov and his conspirators, and between him and Anissina,",recorded,conversations,DYNAMIC
who was born in Russia,born,Anissina,DYNAMIC
"and skated for France, and her mother.",skated,Anissina,DYNAMIC
The FBI cited a vivid conversation with Anissina's mother,cited,FBI,DYNAMIC
in which Tokhtakhounov assured her,assured,Tokhtakhounov,DYNAMIC
"that even if her daughter ""falls,",falls,daughter,DYNAMIC
we will make sure,make,we,DYNAMIC
"she is No. 1.""",is,she,STATIVE
"After the Winter Olympics, a French judge, Marie-Reine Le Gougne, was suspended by the International Skating Union for not reporting pressure",suspended,judge,DYNAMIC
she said,said,she,DYNAMIC
"was put on her by Didier Gailhaguet, president of the French Skating Federation, to vote for the Russian pairs team.",put,,DYNAMIC
She later recanted,recanted,She,DYNAMIC
and said,said,She,DYNAMIC
that Canadian officials had pressured her.,pressured,officials,DYNAMIC
