Clause,mainVerb,mainReferent,Gold
"June 21, 1999",,,CANNOT_DECIDE
Name,,,CANNOT_DECIDE
Address,,,CANNOT_DECIDE
"City, ST Zip",,,CANNOT_DECIDE
"Dear ,",,,CANNOT_DECIDE
Do you remember the combination of elation and apprehension,remember,you,CANNOT_DECIDE
you felt,felt,you,CANNOT_DECIDE
when you first left home?,left,you,DYNAMIC
The young adults who leave Pleasant Run have those same feelings.,have,adults,STATIVE
Very few have family support to get them started.,have,few,STATIVE
"Many need furniture, linens and other basic necessities to begin lives on their own.",need,Many,STATIVE
"To help them establish themselves in the community,",help,,CANNOT_DECIDE
the Pleasant Run Emancipation fund was begun in 1993 by private donors,begun,fund,DYNAMIC
who wanted to provide a measure of financial support for those,wanted,donors,STATIVE
leaving our programs.,leaving,those,DYNAMIC
Individuals who are being emancipated are eligible to receive up to $500 from the Fund,are,Individuals,STATIVE
if they formally apply and meet four requirements: 1.,apply,they,DYNAMIC
Release by the courts 2.,,,CANNOT_DECIDE
Successful completion of all life skills tests 3.,tests,completion,CANNOT_DECIDE
Positive termination of his or her Pleasant Run program 4.,,,CANNOT_DECIDE
"Possession of a high school diploma or GED Proof of meeting these, two staff reference letters and an essay",meeting,Possession,CANNOT_DECIDE
stating,stating,essay,STATIVE
why they should receive a grant,receive,they,DYNAMIC
and how it will be used,used,they,DYNAMIC
"are all reviewed by a Pleasant Run panel,",reviewed,Possession,DYNAMIC
which determines if the applicant merits the funds.,determines,panel,DYNAMIC
"Such fund are often used for college tuition, vocational training or a deposit on an apartment.",used,fund,DYNAMIC
"Because Pleasant Run is the only ""family"" for so many, our Emancipation Fund is one way",is,Fund,STATIVE
we can help a young person take the first steps into his or her new life as an independent and productive adult.,help,we,DYNAMIC
"Without private donor support, this Fund doesn't exist.",exist,Fund,STATIVE
Please take a few minutes to send a donation to help one or more of our children successfully cross that threshold into the future.,take,,CANNOT_DECIDE
"Sincerely, Mary Roth Executive Director",,,CANNOT_DECIDE
