Clause,mainVerb,mainReferent,Gold
"Even More ""Proving Rape""",,,CANNOT_DECIDE
Chatterbox feels,feels,Chatterbox,STATIVE
"that the Wall Street Journal editorial page's coverage of Juanita Broaddrick's rape charges against Bill Clinton (see ""Proving Rape ,"" ""More Proving Rape,"" as well as Michael Kinsley's ""Readme""column in the current issue) cries out for the introduction of the Scientific Method into the usually mushy business of assessing press responsibility.",cries,coverage,DYNAMIC
"With that in mind, Chatterbox hereby inaugurates the Intellectual Dishonesty",inaugurates,Chatterbox,DYNAMIC
(henceforth to be known as the Indis ) Index .,known,henceforth,STATIVE
Here's how it works:,'s,Here,STATIVE
Publications that refuse to acknowledge (even if to refute the importance of) highly significant but inconvenient facts in their news or opinion coverage,,,DYNAMIC
of controversial events will score one point for the initial offense.,score,Publications,DYNAMIC
They will then score one point for every subsequent issue or broadcast or Internet,score,They,DYNAMIC
posting,posting,,CANNOT_DECIDE
after the first offense is noted by Chatterbox,noted,offense,DYNAMIC
if they continue not to report said inconvenient fact,continue,they,DYNAMIC
-- and an additional two points on days when the news organization runs a follow-up,runs,organization,DYNAMIC
without making note of said inconvenient fact.,making,organization,DYNAMIC
Publications receiving a score of 10 will be inducted into the Indis Hall of Fame .,inducted,Publications,DYNAMIC
Publications that get all the way up to 20 will be faxed a likeness of Joseph Stalin.,faxed,Publications,DYNAMIC
"(Chatterbox would prefer not to invoke the phrase ""intellectual dishonesty,""",prefer,Chatterbox,STATIVE
because it's pompous,'s,it,STATIVE
and falsely suggests,suggests,it,DYNAMIC
that only intellectuals can be intellectually dishonest.,be,intellectuals,STATIVE
But Chatterbox doesn't know any other easily understandable phrase,know,Chatterbox,STATIVE
that describes this particular kind of offense.),describes,phrase,STATIVE
"For the purposes of this survey, the Wall Street Journal will be counted as a separate and distinct publication from the Journal 's editorial page,",counted,Journal,DYNAMIC
"because, in essence, it is.",is,it,STATIVE
The Journal editorial page continues not to acknowledge,continues,page,DYNAMIC
"that Norma Kelsey, the friend and employee to Juanita Broaddrick who is one of two people",is,friend,STATIVE
"partially corroborating Broaddrick's rape accusation, is the daughter of a man",is,Kelsey,STATIVE
whose murderer was pardoned by Gov. Bill Clinton.,pardoned,murderer,DYNAMIC
(A responsible account of the whole controversy in today's New York Times reports,reports,account,DYNAMIC
that Kelsey says,says,Kelsey,DYNAMIC
the pardon had nothing to do with her corroboration.),had,pardon,STATIVE
The Journal editorial page gets one point for failing to note the pardon in its initial Op-Ed by Dorothy Rabinowitz on Feb. 19.,gets,page,DYNAMIC
"Because it has published three times since the initial omission, it scores an additional three points.",scores,it,DYNAMIC
And because it published an editorial Feb. 22,published,it,DYNAMIC
taunting the rest of the press for not following it on the story,taunting,,DYNAMIC
-- and still didn't mention the pardon -- it scores an extra two points.,scores,it,DYNAMIC
That comes to a total of six .,comes,That,DYNAMIC
Chatterbox feels certain,feels,Chatterbox,STATIVE
"that the Journal editorial page will provide some follow-up tomorrow to tonight's NBC broadcast of its own Broaddrick interview,",provide,page,DYNAMIC
which means,means,interview,STATIVE
that if the Journal editorial page continues to take no action,continues,page,DYNAMIC
it will be in the Indis Hall of Fame by Monday at the latest!,be,it,STATIVE
"Chatterbox considered but rejected the idea of awarding Rabinowitz bonus points for having ""eventually convinced""",considered,Chatterbox,DYNAMIC
Broaddrick to grant an interview to the New York Times,grant,,CANNOT_DECIDE
(as the Times reports in today's story).,reports,Times,DYNAMIC
But the Scientific Method does not permit any tinkering with the Indis Index 's scoring procedures.,permit,Method,STATIVE
"And besides, Rabinowitz's efforts on the Times ' behalf weren't really unethical, just puzzling, given the two newspapers' intense rivalry.",were,efforts,STATIVE
"When Chatterbox asked the Journal 's DC bureau chief, Alan Murray,",asked,Chatterbox,DYNAMIC
who exercised good judgment,exercised,chief,DYNAMIC
in not breaking the Broaddrick story (and -- full disclosure --,breaking,chief,CANNOT_DECIDE
"is Chatterbox's former boss), to comment about a Journal employee's feeding sources to the Times ,",is,disclosure,STATIVE
he replied:,replied,he,DYNAMIC
"""I don't really have any comment on what the edit page did.",have,I,STATIVE
"They do their thing,",do,They,DYNAMIC
"we do ours.""",do,we,DYNAMIC
Which is what Journal news employees are instructed to say,is,Which,DYNAMIC
whenever the editorial page causes them cringing embarrassment.,causes,page,DYNAMIC
"For her part, Rabinowitz explains to Chatterbox",explains,Rabinowitz,DYNAMIC
that her efforts on behalf of the Times were more indifferent,were,efforts,STATIVE
than the Times made them sound.,made,Times,DYNAMIC
"""Ms. Broaddrick told me Sunday",told,Broaddrick,DYNAMIC
"that a Times reporter had appeared at the house in the a.m.,",appeared,reporter,DYNAMIC
"and that she had refused an interview,""",refused,reporter,DYNAMIC
Rabinowitz writes in an e-mail message.,writes,Rabinowitz,DYNAMIC
"""I asked her",asked,I,DYNAMIC
"why she had decided to talk to the New York Post 's Steve Dunleavy,",decided,she,DYNAMIC
and refused a Times reporter.,refused,I,DYNAMIC
She said,said,She,DYNAMIC
Dunleavy caught her by surprise.,caught,Dunleavy,DYNAMIC
She asked,asked,She,DYNAMIC
if I thought,thought,I,STATIVE
it would be all right to talk to the Times reporter.,be,it,STATIVE
I told her it would be,told,I,DYNAMIC
-- certainly as all right as talking to Dunleavy.,talking,right,CANNOT_DECIDE
"She said, '",said,She,DYNAMIC
"Well, I'm sorry",'m,I,STATIVE
I didn't.',did,I,DYNAMIC
She said,said,She,DYNAMIC
she would if he called again.,called,he,DYNAMIC
I passed this on to [ Times reporter] Felicity Barringer during our second day's interview chat.,passed,I,DYNAMIC
So -- that's how it happens,'s,that,STATIVE
that in the New York Times piece today I'm described,described,I,STATIVE
"-- solemnly -- as having 'eventually convinced' her to repeat the story to the New York Times.""",convinced,today,DYNAMIC
-- Timothy Noah,,,CANNOT_DECIDE
