Clause,mainVerb,mainReferent,Gold
Xerox Corp. has told employees in its Crum & Forster personal insurance operations,told,Corp.,DYNAMIC
"that it is laying off about 300 people, or 25% of the staff.",laying,it,DYNAMIC
A spokeswoman for Crum & Forster said,said,spokeswoman,DYNAMIC
employees were told early this week,told,employees,DYNAMIC
that numerous staff functions for the personal insurance lines were going to be centralized as a cost-cutting move.,going,functions,DYNAMIC
She said,said,She,DYNAMIC
the move would result in a after-tax charge of less than $4 million to be spread over the next three quarters.,result,move,DYNAMIC
"By comparison, for the first nine months, Xerox earned $492 million, or $4.55 a share, on revenue of $12.97 billion.",earned,Xerox,DYNAMIC
"Earnings at Xerox's financial-services operations actually rose slightly,",rose,Earnings,DYNAMIC
but that was largely because capital gains at Crum & Forster offset Hurricane Hugo payments,was,Earnings,STATIVE
and the reserves set up to cover future payments.,set,reserves,CANNOT_DECIDE
"Property/casualty insurance has been a tough business in recent quarters,",been,insurance,STATIVE
as pricing has been cutthroat,been,pricing,STATIVE
and natural disasters such as Hurricane Hugo and the California earthquake have resulted in huge payments.,resulted,pricing,DYNAMIC
