Clause,mainVerb,mainReferent,Gold
"June 10, 1997",,,CANNOT_DECIDE
Name,Name,June,CANNOT_DECIDE
Address,,,CANNOT_DECIDE
"City, ST Zip",,,CANNOT_DECIDE
"Dear Mrs. Name,",,,CANNOT_DECIDE
Confidence.,,,CANNOT_DECIDE
"An understanding that, above anything else, success requires genuine effort, a willingness to set challenging goals.",requires,success,STATIVE
Caring about others.,Caring,,CANNOT_DECIDE
These are the attributes,are,These,STATIVE
we want all children to have.,want,we,STATIVE
You help Jameson campers reach for them.,help,You,DYNAMIC
If these special children are to become the adults,are,children,STATIVE
"we all need them to be,",need,we,STATIVE
we have to lead them in the right direction right now.,have,we,DYNAMIC
Jameson points the way,points,Jameson,DYNAMIC
for children who need that extra hand,need,children,STATIVE
and I hope,hope,Jameson,STATIVE
you'll continue your support this year.,continue,you,DYNAMIC
You're last gift of $50.00 helped make it possible,'re,You,DYNAMIC
"for us to provide guidance, encouragement and fun to nearly 400 Indianapolis area children.",provide,it,CANNOT_DECIDE
"And not just during the summer, but throughout the year.",,,CANNOT_DECIDE
What has your support of our campers meant to them,meant,What,CANNOT_DECIDE
and what have they been able to accomplish,been,they,CANNOT_DECIDE
because you care?,care,you,STATIVE
The best indicator I can give you of the positive effect our year-round contact has is the growth in and deeds of the Youth Leadership teens.,is,indicator,STATIVE
In just the past few years this program has grown from a few kids and a few extra activities to a team of almost 60 young adults,grown,program,DYNAMIC
taking on real projects.,taking,adults,DYNAMIC
YL teens will make J.C. juniors happen again this year for 7 and 8 year old campers.,make,teens,DYNAMIC
"A five day camp, J.C. juniors introduces at-risk children to Jameson two years earlier",introduces,camp,DYNAMIC
than we could previously reach them.,reach,we,DYNAMIC
That means,means,That,STATIVE
"we now have the opportunity to be a stable, positive and important part of each child's life for an entire decade.",have,we,STATIVE
The teens have also decided to raise money to provide camperships for other campers,decided,teens,DYNAMIC
because they know,know,they,STATIVE
what Jameson has meant to them.,meant,Jameson,STATIVE
And their activities aren't isolated to Jameson.,are,activities,STATIVE
The teens have undertaken a volunteer project to regularly visit with sick children at a local hospital.,undertaken,teens,DYNAMIC
Please consider renewing your gift today.,consider,Please,CANNOT_DECIDE
The kids need your leadership now more than ever.,need,kids,STATIVE
"If you can increase your last donation,",increase,you,DYNAMIC
we would appreciate that show of support for the campers and their efforts to overcome obstacles,appreciate,we,STATIVE
and create successful lives.,create,show,CANNOT_DECIDE
Thank you again for helping point the way.,Thank,,CANNOT_DECIDE
"Sincerely, Julie Marsh, Executive Director",,,CANNOT_DECIDE
P.S.,,,CANNOT_DECIDE
You make it possible,make,You,DYNAMIC
"for us to help special kids with learning disabilities, behavior problems and economic disadvantages to gain the confidence",help,it,CANNOT_DECIDE
required to put genuine effort into achieving real goals.,required,confidence,STATIVE
I hope,hope,I,STATIVE
you'll continue -- and if possible increase - your support for these great kids.,continue,you,DYNAMIC
