Clause,mainVerb,mainReferent,Gold
The Sight of a Blinded Man,,,CANNOT_DECIDE
kwatz,,,CANNOT_DECIDE
2008-11-10T13:06:49Z,,,CANNOT_DECIDE
ID: 45780,,,CANNOT_DECIDE
Prequels: 45585,,,CANNOT_DECIDE
Sequels: 45952,,,CANNOT_DECIDE
On what I felt,felt,I,STATIVE
was the fifth day of my captivity ,was,Sight,STATIVE
although I will be the first to admit,be,I,STATIVE
that my reckoning of time had likely fled,fled,reckoning,DYNAMIC
 they tore the cloth from my mouth,–,,DYNAMIC
and pulled back my blindfold.,pulled,they,DYNAMIC
"As I worked my jaw,",worked,I,DYNAMIC
"I blinked my eyes,",blinked,I,DYNAMIC
trying to adjust to the brightness of the floodlamps behind that,trying,I,DYNAMIC
illuminated the room before me.,illuminated,brightness,STATIVE
"My captors loomed behind the lights, anonymous and threatening.",loomed,captors,STATIVE
"Before me was a mirror, set into the wall next to a heavy metal door.",set,,STATIVE
"Rust pitted the floor, walls, and ceiling alike.",pitted,Rust,STATIVE
Crusty bolt heads dotted the exposed surfaces at regular intervals.,dotted,heads,STATIVE
On the diamond plate floor in front of me was the cloth,was,cloth,STATIVE
that had been used as my gag.,used,cloth,DYNAMIC
"The blood had long since darkened to brown,",darkened,blood,DYNAMIC
but I still recognized it as her scarf.,recognized,blood,DYNAMIC
"I started to twist my neck around, anxious to glimpse the figures behind when suddenly the lights were extinguished",started,I,DYNAMIC
and my room fell into darkness.,fell,figures,DYNAMIC
"Except for the dull glow of the mirror in front of me, which now manifested as a window, backlit from the other side.",backlit,,STATIVE
The Lights go on at Night (Part Two),go,Lights,DYNAMIC
Tad Winslow,,,CANNOT_DECIDE
2008-11-10T13:21:20Z,,,CANNOT_DECIDE
ID: 45781,,,CANNOT_DECIDE
Prequels: 45777,,,CANNOT_DECIDE
Sequels: 45824,,,CANNOT_DECIDE
"Abbey, Seth, and Calvintheir little pumpkin suited boy,",—,Seth,STATIVE
climb their neighbors stairs.,climb,,DYNAMIC
Every light is on,is,light,STATIVE
but no one answers the doorbell.,answers,light,DYNAMIC
"Seth rings again, annoyed by the lack of response.",rings,Seth,DYNAMIC
"The door is wide open, honey, Im gonna give a holler",“,honey,STATIVE
and if no one answers were leaving.,’re,we,DYNAMIC
The screen door creaks open.,creaks,door,DYNAMIC
"Hello, trick or treat, is anyone home?",is,Hello,CANNOT_DECIDE
Seth yells.,,,DYNAMIC
Nothing.,,,CANNOT_DECIDE
"Wait a second,",Wait,they,CANNOT_DECIDE
they left a note.,left,they,DYNAMIC
"Big bold letters spell CANDY IN THE FOYER ,",spell,letters,STATIVE
HELP YOURSELF TO ONE PER PERSON PLEASE .,,,CANNOT_DECIDE
HAPPY HALLOWEEN .,,,CANNOT_DECIDE
"Alright, Calvin, lets get some candy sweet heart.",lets,Alright,CANNOT_DECIDE
Abbey calmly ushers her son inside.,ushers,Abbey,DYNAMIC
Seth follows with some trepidation.,follows,Seth,DYNAMIC
The door slams shut behind him,slams,door,DYNAMIC
and the house clams up.,clams,door,DYNAMIC
They are trapped.,trapped,They,STATIVE
Specks of ceiling paint sift to the floor,sift,Specks,DYNAMIC
as the house shakes violently.,shakes,house,DYNAMIC
Seth tries to secure Calvin in his arms,tries,Seth,DYNAMIC
but the G force plasters him to the floor,plasters,Seth,DYNAMIC
as the house shifts from the earth,shifts,house,DYNAMIC
and lifts off at a speed unfathomable.,lifts,house,DYNAMIC
Seth watches,watches,Seth,DYNAMIC
the windowAbbey sees Saturn reflect in his widening eyes.,sees,Abbey,DYNAMIC
Let Me Shine,Let,,CANNOT_DECIDE
Saint Chuck,,,CANNOT_DECIDE
2008-11-10T13:45:51Z,,,CANNOT_DECIDE
ID: 45782,,,CANNOT_DECIDE
Prequels: none,,,CANNOT_DECIDE
Sequels: none,,,CANNOT_DECIDE
You are the lightI am the shadowSitting in the glow Of your flameHanging,am,ID,STATIVE
onTo the threads of lightThat encompass youMake you unattainableYet bind,youMake,threads,STATIVE
me to youIn a wayThat,youIn,me,CANNOT_DECIDE
I knowI will never be able to let goKeep me in your glowFeed,be,knowI,STATIVE
me those threadsAnd let me shine,let,threadsAnd,CANNOT_DECIDE
Diamond,,,CANNOT_DECIDE
K,,,CANNOT_DECIDE
2008-11-10T14:17:06Z,,,CANNOT_DECIDE
ID: 45783,,,CANNOT_DECIDE
Prequels: 45740,,,CANNOT_DECIDE
Sequels: 45840,,,CANNOT_DECIDE
"When you arrive at her door,",arrive,you,DYNAMIC
"she is flustered, but smiling.",is,she,STATIVE
