Clause,mainVerb,mainReferent,Gold
NYT20020731.0191 2002-07-31 18:45,,,CANNOT_DECIDE
A4537 &Cx1f; tad-z u a BC-ATOMIC-BOMB-0801-COX 07-31 1808,,,CANNOT_DECIDE
BC-ATOMIC-BOMB-0801-COX,,,CANNOT_DECIDE
A mission to end a war By DENISE GAMINO Cox News Service,end,u,CANNOT_DECIDE
"AUSTIN, Texas -- Tom Karnes was dialing for destiny,",dialing,Cx1f,DYNAMIC
but not everyone wanted to cooperate.,wanted,A4537,STATIVE
"Karnes sat in his wood-paneled office in a Quonset hut in the middle of the Great Salt Lake Desert, a black telephone to his ear.",sat,Karnes,DYNAMIC
He was tracking down men to join a group,tracking,He,DYNAMIC
so secret he couldn't admit,admit,he,DYNAMIC
it existed.,existed,it,STATIVE
On his metal desk were names of military men,were,names,STATIVE
being ordered into the organization.,ordered,men,DYNAMIC
He was calling bases all over the United States to line up their transfer to the desert outside Salt Lake City.,calling,He,DYNAMIC
"""Where is the authority?""",is,authority,CANNOT_DECIDE
asked one officer,asked,,DYNAMIC
who didn't want to lose a valuable man under his command.,want,officer,STATIVE
"""Who says this?""",says,Who,CANNOT_DECIDE
another commanding officer asked Karnes.,asked,officer,DYNAMIC
"Each time, Karnes said",said,time,DYNAMIC
"what he had to: ""Call Air Force headquarters",had,he,STATIVE
"if you don't believe me.""",believe,you,STATIVE
"If they continued to resist,",continued,they,DYNAMIC
he pulled out a secret code for their bosses.,pulled,he,DYNAMIC
"""This is a Silverplate request,""",is,This,STATIVE
he said.,said,he,DYNAMIC
Silverplate: code word for the historic mission that would end World War II.,end,mission,DYNAMIC
"Almost 1,800 men were assembled n late 1944 to join the top-secret unit",assembled,men,DYNAMIC
called the 509th Composite Group.,called,unit,STATIVE
"Col. Paul Tibbets, the pilot who would drop the world's first atomic bomb over Hiroshima, Japan, was commander of the unit",was,Tibbets,STATIVE
and chose the men.,chose,commander,DYNAMIC
"And the first person he chose to join him was Karnes,",was,person,STATIVE
though he couldn't reveal the mission to Karnes.,reveal,he,DYNAMIC
"Karnes, 87, is a retired history professor",is,Karnes,STATIVE
"who lives in suburban Austin with his wife, Virginia,",lives,professor,STATIVE
who also worked for the 509th as a civilian bookkeeper for six months.,worked,wife,DYNAMIC
"Karnes was Tibbets' adjutant, the man in charge of writing the orders",was,Karnes,STATIVE
"and cajoling the transfer to the unit of servicemen proficient in bombing, mechanics, ordnance, engineering and communications.",cajoling,charge,CANNOT_DECIDE
"Tibbets picked the names,",picked,Tibbets,DYNAMIC
and Karnes made it happen.,made,Tibbets,DYNAMIC
Tibbets hated paperwork.,hated,Tibbets,STATIVE
Karnes thought,thought,Karnes,STATIVE
it was a breeze.,was,it,STATIVE
They were a wartime match,were,They,STATIVE
that changed the world.,changed,match,DYNAMIC
Japan surrendered within days of the detonation of the atomic bombs,surrendered,Japan,DYNAMIC
"that killed 140,000 people in Hiroshima on Aug. 6, 1945, and 70,000 in Nagasaki three days later.",killed,bombs,DYNAMIC
The story of the 509th is a tale of an elite outfit,is,story,STATIVE
that lived in a bubble of secrecy,lived,tale,STATIVE
