Clause,mainVerb,mainReferent,Gold
NYT20020731.0371 2002-07-31 23:38,,,CANNOT_DECIDE
A4917 &x1f; taf-z u f BC-IBM-CHIPS-1STLD-WRITE 07-31 0925,,,CANNOT_DECIDE
BC-IBM-CHIPS-1STLD-WRITETHRU-(TRIM)-NYT,,,CANNOT_DECIDE
IBM OPENS $2.5 BILLION CHIP PLANT IN UPSTATE NEW YORK (SUBS 1st graf with CORRECTION.,,,DYNAMIC
No other changes.),changes,other,CANNOT_DECIDE
By STEVE LOHR c.2002 New York Times News Service,,,CANNOT_DECIDE
"EAST FISHKILL, N.Y. -- IBM opened a sprawling and sophisticated semiconductor factory here on Wednesday",opened,N.Y.,DYNAMIC
"that cost more than $2.5 billion to build and equip, the largest single capital investment",cost,sprawling,STATIVE
the company has ever made.,made,N.Y.,DYNAMIC
"The factory, which opens",opens,factory,DYNAMIC
"as the computer chip business is in a slump,",is,,STATIVE
is a costly and risky move for IBM.,is,factory,STATIVE
But it is also an expression of confidence by the company,is,it,STATIVE
that it can remain a technology leader,remain,it,STATIVE
"in the highly competitive global semiconductor industry, and a commitment that the best place to execute that strategy is in upstate New York.",is,place,STATIVE
IBM is an exception among computer makers,is,IBM,STATIVE
in that it still invests heavily,invests,exception,DYNAMIC
"in research to advance the design, manufacture and materials",advance,it,CANNOT_DECIDE
used in semiconductor chips.,used,design,DYNAMIC
It is spending more than $500 million a year on semiconductor research and development.,spending,It,DYNAMIC
The factory will produce a wide range of specialized semiconductors,produce,factory,DYNAMIC
used in everything from the largest mainframe computers to cell phones and video-game consoles.,used,semiconductors,DYNAMIC
"The new plant is part of IBM's push to gain a strong lead in chip-making beyond the personal computer business,",is,plant,STATIVE
where Intel and East Asian chip producers hold the advantage.,hold,Intel,STATIVE
"""The core of our strategy is to lead in technology and attack the high-performance segments of the market,""",is,core,STATIVE
"said John Kelly, senior vice president in charge of IBM's technology group.",said,Kelly,DYNAMIC
"An advantage to having the semiconductor fabricating factory here,",having,advantage,CANNOT_DECIDE
"Kelly explained,",explained,Kelly,DYNAMIC
"was that it was very close to its research laboratories in nearby Westchester County, N.Y.",was,advantage,STATIVE
"To stay ahead in advanced chip technology,",stay,it,CANNOT_DECIDE
"he said,",said,he,DYNAMIC
moving innovations out of the labs and into the factory as fast as possible is crucial.,is,possible,STATIVE
"""What we call",call,we,DYNAMIC
"the lab-to-fab time should be as close to zero as possible,""",be,call,STATIVE
Kelly said.,said,Kelly,DYNAMIC
"""If our strategy were anything but to be on the leading edge,",were,strategy,STATIVE
"we'd have put the plant in Asia.""",put,we,DYNAMIC
"The new factory, which will begin normal production early next year,",begin,factory,DYNAMIC
"will employ about 1,000 people.",employ,factory,DYNAMIC
(BEGIN OPTIONAL TRIM),,,CANNOT_DECIDE
"In remarks during a ribbon-cutting ceremony here on Wednesday, Gov. George E. Pataki said",said,Pataki,DYNAMIC
he expected the facility to generate thousands more jobs in the Hudson Valley area for contractors and suppliers,expected,he,DYNAMIC
catering to the factory.,catering,Pataki,DYNAMIC
"He praised IBM for being ""a critical partner in our economic development efforts"" in New York state.",praised,He,DYNAMIC
"In a brief speech, Samuel J. Palmisano, IBM's chief executive, emphasized",emphasized,Palmisano,DYNAMIC
