Clause,mainVerb,mainReferent,Gold
December 1998,,,CANNOT_DECIDE
Your contribution to Goodwill will mean more,mean,contribution,STATIVE
than you may know.,know,you,STATIVE
To help you see,help,,CANNOT_DECIDE
"how much your contribution means,",means,contribution,STATIVE
I'm sharing with you The words of people,sharing,I,DYNAMIC
who have lived Goodwill's mission.,lived,people,DYNAMIC
We want you to Know,want,We,STATIVE
why your support of Goodwill is so important.,is,support,STATIVE
Your gift to Goodwill is important,is,gift,STATIVE
because people with physical and Mental disabilities sometimes need an extra hand to know the pride,need,people,STATIVE
that comes with work.,comes,pride,DYNAMIC
"""I was sad",was,I,STATIVE
when I couldn't go to the snack bar to buy a soda.,go,I,DYNAMIC
Now I can buy a soda,buy,I,DYNAMIC
and spend money.,spend,I,DYNAMIC
I like working and making money.,like,I,STATIVE
I have a savings account.,have,I,STATIVE
I can write my name on the deposit slip.,write,I,DYNAMIC
If I wasn't working here ...,working,I,STATIVE
"I would be sad ..."" --",be,I,STATIVE
Maureen Because turning welfare recipients into tax payers just makes sense.,makes,turning,STATIVE
"""When I first came to Goodwill",came,I,DYNAMIC
I was a single parent with little or no self-esteem.,was,I,STATIVE
I was on welfare and without my diploma.,was,I,STATIVE
Coming to Goodwill was the first step toward my becoming totally independent.,was,Coming,STATIVE
I am now ...totally off of welfare.,am,I,STATIVE
"I really like my job.""",like,I,STATIVE
-- Sherry Because people want to work.,Because,Sherry,STATIVE
"""I'd never finished high school.",finished,I,DYNAMIC
I had no experience or skills ... The only thing,had,I,STATIVE
I did know for sure was here's a chance to change things for me and my children...,'s,thing,STATIVE
I rode a bike to Goodwill in the rain and snow.,rode,I,DYNAMIC
I wanted to be there ...,wanted,I,STATIVE
"I had my second chance to change my life.""",had,I,STATIVE
-- Donna Because teaching a man to fish will keep him fed for his entire life.,keep,Donna,STATIVE
"""Before I got to Goodwill,",got,I,DYNAMIC
I was on a mission.,was,I,STATIVE
I just wanted a job.,wanted,I,STATIVE
It didn't matter,matter,It,STATIVE
"what the job was,",was,job,STATIVE
I just wanted one.,wanted,I,STATIVE
"Now, I'm on a journey.",'m,I,STATIVE
I've got more than a job;,got,I,STATIVE
I've got a career.,got,I,STATIVE
My instructor played a role like no other instructor,played,instructor,DYNAMIC
I've ever had I appreciate everything,had,played,STATIVE
"that Goodwill has done for me.""",done,Goodwill,DYNAMIC
"-- Cornell Each year, we help thousands of people",help,we,DYNAMIC
who face tremendous obstacles.,face,people,STATIVE
Their one common goal: they all want to work.,want,goal,STATIVE
"A robust economy helps by providing job opportunities,",helps,economy,DYNAMIC
"but to be honest, most of the people",be,,CANNOT_DECIDE
who aren't working today are quite simply the ones,are,most,STATIVE
who face the greatest obstacles.,face,ones,STATIVE
"The kinds of services we provide help people deal with obstacles like health care, transportation and child care -problems",provide,we,DYNAMIC
"that are big enough on their own without being compounded by factors like physical and mental disabilities, illiteracy and lack of job skills.",are,problems,STATIVE
"Last year, Goodwill helped 3,300 people find jobs",helped,Goodwill,DYNAMIC
that increased their self-sufficiency.,increased,jobs,DYNAMIC
Your gift to Goodwill will be used directly to support services,used,gift,DYNAMIC
that will help even more find jobs.,help,services,DYNAMIC
"Right now, there are thousands of people",are,thousands,STATIVE
who do not know,know,people,STATIVE
what it feels,feels,it,STATIVE
like to support themselves.,support,it,CANNOT_DECIDE
You can help them to know that feeling.,help,You,DYNAMIC
Please help Goodwill,help,,CANNOT_DECIDE
and help people find jobs.,help,,CANNOT_DECIDE
Use the enclosed card,Use,,CANNOT_DECIDE
and give a generous gift to Goodwill today!,give,,CANNOT_DECIDE
"Sincerely, James M. McClelland President",McClelland,M.,CANNOT_DECIDE
