Clause,mainVerb,mainReferent,Gold
Games [Serial Killer Challenge],,,CANNOT_DECIDE
Music-Hearted,,,CANNOT_DECIDE
2008-11-10T20:06:07Z,,,CANNOT_DECIDE
ID: 45813,,,CANNOT_DECIDE
Prequels: 45717,,,CANNOT_DECIDE
Sequels: none,,,CANNOT_DECIDE
I like games.,,,STATIVE
I started playing my games because of people like Jenna.,started,I,DYNAMIC
"Middle school was cruel, full of disgusting, stinking children.",was,school,STATIVE
"Hardly a place for the likes of me, but nobody ever did a thing about it.",did,place,DYNAMIC
The thing that set me off at first was her hair;,was,thing,STATIVE
it was long and shiny and blonde.,was,it,STATIVE
"Every time somebody spoke to her,",spoke,somebody,DYNAMIC
"she tossed it over her shoulder,",tossed,she,DYNAMIC
rivers of gold streaming down her back.,streaming,rivers,STATIVE
Practically taunting me and my scissors.,taunting,Practically,DYNAMIC
"After a few weeks of the friendly-game, I was no longer weird.",was,I,STATIVE
"So when I invited her over to play a game with me,",invited,I,DYNAMIC
nobody suspected a thing.,suspected,nobody,DYNAMIC
I recall,recall,I,STATIVE
how she cried,cried,she,DYNAMIC
"when I chopped it all off with messy, rough snips.",chopped,I,DYNAMIC
I remember her straw-hair wound tightly around her neck;,remember,I,STATIVE
I didnt need any rope.,need,I,STATIVE
Tipping over the chair,Tipping,,DYNAMIC
and putting a match to the boyish mess,putting,,DYNAMIC
that was the rest of her hair... beauty.,was,mess,STATIVE
The meadow on fire.,,,CANNOT_DECIDE
Want to play a game with me?,Want,,CANNOT_DECIDE
There are only a few rules.,are,rules,STATIVE
"First, you must play along.",play,you,DYNAMIC
"Second, dont try to escape.",try,Second,CANNOT_DECIDE
"Oh, and third, I always win.",win,I,DYNAMIC
Frantic Panic,,,CANNOT_DECIDE
Demosthenes,,,CANNOT_DECIDE
2008-11-10T20:23:43Z,,,CANNOT_DECIDE
ID: 45814,,,CANNOT_DECIDE
Prequels: none,,,CANNOT_DECIDE
Sequels: none,,,CANNOT_DECIDE
I cant breathe!,breathe,I,DYNAMIC
He panicked.,panicked,He,DYNAMIC
He knew,knew,He,STATIVE
"he shouldnt,",n’t,he,DYNAMIC
but he couldnt help it.,help,He,DYNAMIC
The walls were closing in.,closing,walls,DYNAMIC
Help!,,,CANNOT_DECIDE
The words wouldnt come.,come,words,DYNAMIC
"The water filled his lungs,",filled,water,DYNAMIC
"left him hyperventilating,",left,filled,DYNAMIC
but with each breath more water entered.,entered,water,DYNAMIC
He choked and convulsed in the water.,choked,He,DYNAMIC
Stop!,,,CANNOT_DECIDE
No!,,,CANNOT_DECIDE
His fingers closed around his own throat,closed,fingers,DYNAMIC
as he struggled in the water.,struggled,he,DYNAMIC
His eyes bulged,bulged,eyes,DYNAMIC
and his legs jerked around.,jerked,eyes,DYNAMIC
His instinct made him go for one last breath.,made,instinct,DYNAMIC
hello.,,,CANNOT_DECIDE
The water greeted him.,greeted,water,DYNAMIC
Then he died.,died,he,DYNAMIC
Ready? .,,,CANNOT_DECIDE
:band baby:.,,,CANNOT_DECIDE
2008-11-10T20:34:24Z,,,CANNOT_DECIDE
ID: 45815,,,CANNOT_DECIDE
Prequels: none,,,CANNOT_DECIDE
Sequels: none,,,CANNOT_DECIDE
Air-ee-el!,,,CANNOT_DECIDE
Sofia calls.,calls,Sofia,DYNAMIC
Yeah?,,,CANNOT_DECIDE
I say coming out of the bathroom.,say,I,DYNAMIC
Your man is waiting.,waiting,man,STATIVE
She laughs.,,,DYNAMIC
That means,means,“,STATIVE
so is yours.,is,,STATIVE
I say sticking my tongue out at her.,say,I,DYNAMIC
She rolls her eyes,rolls,She,DYNAMIC
and opens our dorm door.,opens,She,DYNAMIC
After you.,,,CANNOT_DECIDE
"We both walk out laughing, our arms linked at the elbows.",walk,We,DYNAMIC
The boys roll their eyes at us and we both just smile.,roll,boys,DYNAMIC
Ready?,,,CANNOT_DECIDE
They ask.,ask,They,DYNAMIC
Yep.,,,CANNOT_DECIDE
Sofia answers and I nod.,answers,Sofia,DYNAMIC
I walk up to Tristan,walk,I,DYNAMIC
and wrap my arms arond him.,wrap,I,DYNAMIC
I missed you.,missed,I,STATIVE
He says,says,He,DYNAMIC
as he kisses my lips.,kisses,he,DYNAMIC
I missed you too.,missed,I,STATIVE
"I answer,",answer,I,DYNAMIC
smiling up at him.,smiling,,DYNAMIC
Come on you two lovebirds!,“,”,CANNOT_DECIDE
Sofia calls.,calls,Sofia,DYNAMIC
You hush!,“,,CANNOT_DECIDE
I yell at her.,yell,I,DYNAMIC
She laughs and her and Eaden start off towards our morning class.,laughs,She,DYNAMIC
We should go.,go,We,DYNAMIC
Youre always sayin that!,’re,You,DYNAMIC
Tristan groans.,,,DYNAMIC
"Thats cause if I left it up to you,",cause,‘,STATIVE
wed never part and wed get nothing done!,part,cause,DYNAMIC
"I laugh,",laugh,I,DYNAMIC
wraping my arm around his waist,wraping,laugh,DYNAMIC
as I start after Sofia and Eaden.,start,I,DYNAMIC
Im sorry I love you!,“,,STATIVE
He teases.,,,DYNAMIC
Im sorry I love you too.,“,,STATIVE
"I say,",say,I,DYNAMIC
kissing his cheek.,kissing,say,DYNAMIC
Is This For Real?,Is,,CANNOT_DECIDE
smarty101,,,CANNOT_DECIDE
2008-11-10T20:41:43Z,,,CANNOT_DECIDE
ID: 45816,,,CANNOT_DECIDE
Prequels: 43098,,,CANNOT_DECIDE
Sequels: 46623,,,CANNOT_DECIDE
The penguin ran to the shore and dove into the water.,ran,penguin,DYNAMIC
"Grabbing me by the fin,",Grabbing,he,DYNAMIC
he swam me to the shore,swam,he,DYNAMIC
and plopped me down onto the ground.,plopped,he,DYNAMIC
I couldnt breathe.,breathe,I,DYNAMIC
He listened to my chest,listened,He,DYNAMIC
and I blacked out.,blacked,He,DYNAMIC
I awoke to his beak touching mine.,awoke,I,DYNAMIC
I felt woozy,felt,I,STATIVE
and blacked out  again.,blacked,I,DYNAMIC
"I woke for the second time in an igloo, but not mine.",woke,I,DYNAMIC
Then I saw him in the kitchen.,saw,I,DYNAMIC
I spoke out.,spoke,I,DYNAMIC
Hello.,,,CANNOT_DECIDE
He spun around,spun,He,DYNAMIC
and exhaled in relief.,exhaled,He,DYNAMIC
"Oh, youre alive!",“,,STATIVE
"Yeah I am, but who are you?",Yeah,”,STATIVE
I cant tell you.,tell,I,DYNAMIC
Why?,,,CANNOT_DECIDE
Because.,,,CANNOT_DECIDE
