Clause,mainVerb,mainReferent,Gold
Inauguration of free zone in Dubai for e-commerce,,,CANNOT_DECIDE
"Dubai 10-28 (FP) - Dubai's Crown Prince Sheikh Mohamed Bin Rashid Al Maktoum inaugurated a free zone for e-commerce today,",inaugurated,Maktoum,DYNAMIC
called Dubai Internet City.,called,Maktoum,STATIVE
"The preliminary stages of the project, the only one of its kind according to its designers, are estimated at $200 million.",according,,STATIVE
"Sheikh Mohamed, who is also the Defense Minister of the United Arab Emirates,",is,Mohamed,STATIVE
announced at the inauguration ceremony,announced,Mohamed,DYNAMIC
"that ""we want to make Dubai a new trading center.""",want,we,STATIVE
"The minister, who has his own website,",has,minister,STATIVE
also said:,said,minister,DYNAMIC
"""I want Dubai to be the best place in the world for state-of-the-art technology companies.""",want,I,STATIVE
He said,said,He,DYNAMIC
"companies engaged in e-commerce would be able to set up offices, employ staff and own equipment in the open zone,",be,companies,STATIVE
including fully-owned foreign companies.,including,,STATIVE
"The e-commerce free zone is situated in north Dubai, near the industrial free zone in Jebel Ali, the top regional and tenth international leading area in container transit.",situated,zone,STATIVE
The inauguration of Dubai Internet City coincides with the opening of an annual,coincides,inauguration,DYNAMIC
"IT show in Dubai, the Gulf Information Technology Exhibition (Gitex), the biggest in the Middle East.",,,CANNOT_DECIDE
