Clause,mainVerb,mainReferent,Gold
"Ratners Group PLC, a fast-growing, acquisition-minded London-based jeweler, raised its price for Seattle-based specialty jeweler Weisfield's Inc. to $57.50 a share, or $62.1 million, from $50 a share, or $55 million,",raised,PLC,DYNAMIC
after another concern said,said,concern,DYNAMIC
it would be prepared to outbid Ratners's initial offer.,be,it,STATIVE
The other concern wasn't identified.,identified,concern,DYNAMIC
"Ratners's chairman, Gerald Ratner, said",said,chairman,DYNAMIC
"the deal remains of ""substantial benefit to Ratners.""",remains,deal,STATIVE
"In London at mid-afternoon yesterday, Ratners's shares were up 2 pence",were,shares,STATIVE
"(1.26 cents), at 260 pence ($1.64).",,,CANNOT_DECIDE
"The sweetened offer has acceptances from more than 50% of Weisfield's shareholders,",has,offer,STATIVE
and it is scheduled for completion by Dec. 10.,scheduled,offer,STATIVE
The acquisition of 87-store Weisfield's raises Ratners's U.S. presence to 450 stores.,raises,acquisition,DYNAMIC
About 30% of Ratners's profit already is derived from the U.S.,derived,%,STATIVE
