Clause,mainVerb,mainReferent,Gold
"December 10, 1996",,,CANNOT_DECIDE
Dear Mailhouse donor reminder:,,,CANNOT_DECIDE
You and I have done some important work together.,done,December,DYNAMIC
We've helped people break free of the welfare cycle.,helped,We,DYNAMIC
We've found ways,found,We,DYNAMIC
for people with disabilities to enter the workforce.,enter,people,CANNOT_DECIDE
We've expanded Goodwill's proven methods to towns and neighborhoods,expanded,We,DYNAMIC
where they are needed most.,needed,they,STATIVE
"Of course, we've played different roles.",played,we,DYNAMIC
You have helped make Goodwill's work possible with your previous support.,helped,You,DYNAMIC
Goodwill has devised the programs,devised,Goodwill,DYNAMIC
that turned your investment into results.,turned,programs,DYNAMIC
Who has benefited from our partnership?,benefited,Who,CANNOT_DECIDE
Everyone has.,has,Everyone,DYNAMIC
"When you and I help somebody find a job,",help,I,DYNAMIC
"one more person joins the ranks of tax payers,",joins,spent,DYNAMIC
fewer tax dollars are spent on public assistance and businesses gain another consumer.,spent,dollars,DYNAMIC
There are a lot of barriers,are,history,STATIVE
"that keep people from working: physical and mental disabilities, history of welfare dependency and lack of education or self-esteem.",keep,barriers,STATIVE
And there are a lot of people,are,lot,STATIVE
who face these challenges every day of their lives.,face,people,DYNAMIC
So our work must continue.,continue,work,DYNAMIC
Everyone benefits from the work,benefits,Everyone,DYNAMIC
we do together.,do,,DYNAMIC
Many people need our help.,need,people,STATIVE
Please continue our important partnership.,continue,Please,CANNOT_DECIDE
Support Goodwill with a generous donation today.,Goodwill,Support,CANNOT_DECIDE
"Sincerely, James M. McClelland President",McClelland,M.,CANNOT_DECIDE
